"VarCategory"	"GOBPID"	"Term"	"MeanPvalue"	"NConditions"	"EnrichmentTest"	"TestDirection"
"MV"	"GO:1901360"	"organic cyclic compound metabolic process"	0.00743363508434625	1	"GOStats"	"depletion"
"MV"	"GO:1901362"	"organic cyclic compound biosynthetic process"	0.000582407222424778	1	"GOStats"	"depletion"
"MV"	"GO:1901565"	"organonitrogen compound catabolic process"	0.00240429360616018	1	"GOStats"	"depletion"
"MV"	"GO:1901575"	"organic substance catabolic process"	0.0034490441586886	1	"GOStats"	"depletion"
"MV"	"GO:1901653"	"cellular response to peptide"	0.00609831965989882	1	"GOStats"	"depletion"
"MV"	"GO:1902275"	"regulation of chromatin organization"	0.00070265530296994	1	"GOStats"	"depletion"
"MV"	"GO:1902652"	"secondary alcohol metabolic process"	0.00122033492786405	1	"GOStats"	"depletion"
"MV"	"GO:1902680"	"positive regulation of RNA biosynthetic process"	0.000890234259139229	1	"GOStats"	"depletion"
"MV"	"GO:1902903"	"regulation of supramolecular fiber organization"	0.00145886143853789	1	"GOStats"	"depletion"
"MV"	"GO:1902905"	"positive regulation of supramolecular fiber organization"	0.0007672277304806	1	"GOStats"	"depletion"
"MV"	"GO:1903034"	"regulation of response to wounding"	0.00855527963482365	1	"GOStats"	"depletion"
"MV"	"GO:1903046"	"meiotic cell cycle process"	0.000828652708436786	1	"GOStats"	"depletion"
"MV"	"GO:1903506"	"regulation of nucleic acid-templated transcription"	0.00426002376987319	1	"GOStats"	"depletion"
"MV"	"GO:1903508"	"positive regulation of nucleic acid-templated transcription"	0.000890234259139229	1	"GOStats"	"depletion"
"MV"	"GO:1903706"	"regulation of hemopoiesis"	0.00331835482659741	1	"GOStats"	"depletion"
"MV"	"GO:1990542"	"mitochondrial transmembrane transport"	0.00255081178698558	1	"GOStats"	"depletion"
"MV"	"GO:1990868"	"response to chemokine"	0.0043764752745586	2	"GOStats"	"depletion"
"MV"	"GO:1990869"	"cellular response to chemokine"	0.0043764752745586	2	"GOStats"	"depletion"
"MV"	"GO:2000112"	"regulation of cellular macromolecule biosynthetic process"	0.00876327680548483	1	"GOStats"	"depletion"
"MV"	"GO:2000241"	"regulation of reproductive process"	0.00762197769836482	1	"GOStats"	"depletion"
"MV"	"GO:2001141"	"regulation of RNA biosynthetic process"	0.00389147698362572	1	"GOStats"	"depletion"
"HV"	"GO:0000070"	"mitotic sister chromatid segregation"	0.00160505893981857	2	"GOStats"	"depletion"
"HV"	"GO:0000075"	"cell cycle checkpoint"	0.00728976294802672	1	"GOStats"	"depletion"
"HV"	"GO:0000209"	"protein polyubiquitination"	0.00151380307466636	8	"GOStats"	"depletion"
"HV"	"GO:0000226"	"microtubule cytoskeleton organization"	0.00319808654929007	2	"GOStats"	"depletion"
"HV"	"GO:0000245"	"spliceosomal complex assembly"	0.00665959867700035	4	"GOStats"	"depletion"
"HV"	"GO:0000280"	"nuclear division"	0.00685588026888577	1	"GOStats"	"depletion"
"HV"	"GO:0000281"	"mitotic cytokinesis"	0.0040996828580158	1	"GOStats"	"depletion"
"HV"	"GO:0000288"	"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	0.00463822917388027	2	"GOStats"	"depletion"
"HV"	"GO:0000375"	"RNA splicing, via transesterification reactions"	4.02384021410232e-05	12	"GOStats"	"depletion"
"HV"	"GO:0000377"	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	4.02384021410232e-05	12	"GOStats"	"depletion"
"HV"	"GO:0000380"	"alternative mRNA splicing, via spliceosome"	0.00571035236020881	2	"GOStats"	"depletion"
"HV"	"GO:0000398"	"mRNA splicing, via spliceosome"	4.02384021410232e-05	12	"GOStats"	"depletion"
"HV"	"GO:0000460"	"maturation of 5.8S rRNA"	0.0053572035841113	2	"GOStats"	"depletion"
"HV"	"GO:0000470"	"maturation of LSU-rRNA"	0.00774092648077199	1	"GOStats"	"depletion"
"HV"	"GO:0000724"	"double-strand break repair via homologous recombination"	0.00259381043807419	2	"GOStats"	"depletion"
"HV"	"GO:0000725"	"recombinational repair"	0.00469121124255748	3	"GOStats"	"depletion"
"HV"	"GO:0000819"	"sister chromatid segregation"	0.00587582570831582	2	"GOStats"	"depletion"
"HV"	"GO:0000902"	"cell morphogenesis"	0.00111675419787379	3	"GOStats"	"depletion"
"HV"	"GO:0000904"	"cell morphogenesis involved in differentiation"	0.000223389830555106	3	"GOStats"	"depletion"
"HV"	"GO:0000956"	"nuclear-transcribed mRNA catabolic process"	0.000660906957066659	2	"GOStats"	"depletion"
"HV"	"GO:0001501"	"skeletal system development"	0.00526239056313197	1	"GOStats"	"depletion"
"HV"	"GO:0001505"	"regulation of neurotransmitter levels"	0.00774706613975084	1	"GOStats"	"depletion"
"HV"	"GO:0001510"	"RNA methylation"	0.00375457271933297	2	"GOStats"	"depletion"
"HV"	"GO:0001525"	"angiogenesis"	0.00213499247934537	1	"GOStats"	"depletion"
"HV"	"GO:0001568"	"blood vessel development"	0.00303867364297293	1	"GOStats"	"depletion"
"HV"	"GO:0001654"	"eye development"	0.00345251761312109	1	"GOStats"	"depletion"
"HV"	"GO:0001655"	"urogenital system development"	0.00349653663596956	1	"GOStats"	"depletion"
"HV"	"GO:0001667"	"ameboidal-type cell migration"	2.67362412883796e-05	1	"GOStats"	"depletion"
"HV"	"GO:0001822"	"kidney development"	0.00402764627210084	1	"GOStats"	"depletion"
"HV"	"GO:0001894"	"tissue homeostasis"	0.0043793547115847	4	"GOStats"	"depletion"
"HV"	"GO:0001933"	"negative regulation of protein phosphorylation"	0.00774954775345645	1	"GOStats"	"depletion"
"HV"	"GO:0001935"	"endothelial cell proliferation"	0.00784060870176945	1	"GOStats"	"depletion"
"HV"	"GO:0001944"	"vasculature development"	0.00359320868938402	1	"GOStats"	"depletion"
"HV"	"GO:0002009"	"morphogenesis of an epithelium"	0.000772488354990295	2	"GOStats"	"depletion"
"HV"	"GO:0002011"	"morphogenesis of an epithelial sheet"	0.00644876684949256	1	"GOStats"	"depletion"
"HV"	"GO:0002040"	"sprouting angiogenesis"	0.00398652430873015	2	"GOStats"	"depletion"
"HV"	"GO:0002520"	"immune system development"	0.00531835909878261	1	"GOStats"	"depletion"
"HV"	"GO:0002521"	"leukocyte differentiation"	0.00374399990681215	1	"GOStats"	"depletion"
"HV"	"GO:0002573"	"myeloid leukocyte differentiation"	0.000203865965210665	1	"GOStats"	"depletion"
"HV"	"GO:0003008"	"system process"	0.00206816224792394	1	"GOStats"	"depletion"
"HV"	"GO:0003407"	"neural retina development"	0.00443371789471234	1	"GOStats"	"depletion"
"HV"	"GO:0005975"	"carbohydrate metabolic process"	0.00139150638196816	1	"GOStats"	"depletion"
"HV"	"GO:0006029"	"proteoglycan metabolic process"	0.00676419193612844	2	"GOStats"	"depletion"
"HV"	"GO:0006139"	"nucleobase-containing compound metabolic process"	0.00119141288426046	13	"GOStats"	"depletion"
"HV"	"GO:0006259"	"DNA metabolic process"	0.00127542414786617	9	"GOStats"	"depletion"
"HV"	"GO:0006260"	"DNA replication"	0.00167461551632432	5	"GOStats"	"depletion"
"HV"	"GO:0006261"	"DNA-dependent DNA replication"	0.00371801603350956	4	"GOStats"	"depletion"
"HV"	"GO:0006281"	"DNA repair"	0.000545081843000256	9	"GOStats"	"depletion"
"HV"	"GO:0006282"	"regulation of DNA repair"	0.00934399972123405	1	"GOStats"	"depletion"
"HV"	"GO:0006302"	"double-strand break repair"	0.00301022661390985	6	"GOStats"	"depletion"
"HV"	"GO:0006310"	"DNA recombination"	0.00441901108236913	1	"GOStats"	"depletion"
"HV"	"GO:0006323"	"DNA packaging"	0.00257725196582487	1	"GOStats"	"depletion"
"HV"	"GO:0006325"	"chromatin organization"	0.00184709095657349	16	"GOStats"	"depletion"
"HV"	"GO:0006334"	"nucleosome assembly"	0.00344927508313715	1	"GOStats"	"depletion"
"HV"	"GO:0006338"	"chromatin remodeling"	0.00159900844841684	7	"GOStats"	"depletion"
"HV"	"GO:0006351"	"transcription, DNA-templated"	0.00281227299483754	5	"GOStats"	"depletion"
"HV"	"GO:0006352"	"DNA-templated transcription, initiation"	0.00307318134219895	5	"GOStats"	"depletion"
"HV"	"GO:0006354"	"DNA-templated transcription, elongation"	0.00663139560268939	4	"GOStats"	"depletion"
"HV"	"GO:0006355"	"regulation of transcription, DNA-templated"	0.0022898789516612	4	"GOStats"	"depletion"
"HV"	"GO:0006364"	"rRNA processing"	0.000883507024446871	9	"GOStats"	"depletion"
"HV"	"GO:0006367"	"transcription initiation from RNA polymerase II promoter"	0.00425489195473547	3	"GOStats"	"depletion"
"HV"	"GO:0006368"	"transcription elongation from RNA polymerase II promoter"	0.0061242620765121	3	"GOStats"	"depletion"
"HV"	"GO:0006396"	"RNA processing"	0.000191160092638255	14	"GOStats"	"depletion"
"HV"	"GO:0006397"	"mRNA processing"	0.000645458390730461	14	"GOStats"	"depletion"
"HV"	"GO:0006399"	"tRNA metabolic process"	0.00148867790885782	12	"GOStats"	"depletion"
"HV"	"GO:0006400"	"tRNA modification"	0.00221952843385847	4	"GOStats"	"depletion"
"HV"	"GO:0006401"	"RNA catabolic process"	0.000409896747288103	3	"GOStats"	"depletion"
"HV"	"GO:0006402"	"mRNA catabolic process"	0.00266702194163823	3	"GOStats"	"depletion"
"HV"	"GO:0006403"	"RNA localization"	0.000868505801207426	2	"GOStats"	"depletion"
"HV"	"GO:0006405"	"RNA export from nucleus"	0.00402565991965189	1	"GOStats"	"depletion"
"HV"	"GO:0006412"	"translation"	0.00208926319796892	10	"GOStats"	"depletion"
"HV"	"GO:0006413"	"translational initiation"	0.000558926569844101	1	"GOStats"	"depletion"
"HV"	"GO:0006418"	"tRNA aminoacylation for protein translation"	0.00150202195837956	1	"GOStats"	"depletion"
"HV"	"GO:0006457"	"protein folding"	0.00732422336721457	1	"GOStats"	"depletion"
"HV"	"GO:0006464"	"cellular protein modification process"	0.000635963732050299	17	"GOStats"	"depletion"
"HV"	"GO:0006473"	"protein acetylation"	0.00156012577614559	12	"GOStats"	"depletion"
"HV"	"GO:0006475"	"internal protein amino acid acetylation"	0.00148205623331973	9	"GOStats"	"depletion"
"HV"	"GO:0006479"	"protein methylation"	0.00595704610086453	3	"GOStats"	"depletion"
"HV"	"GO:0006505"	"GPI anchor metabolic process"	0.00858393454199971	4	"GOStats"	"depletion"
"HV"	"GO:0006506"	"GPI anchor biosynthetic process"	0.00858393454199971	4	"GOStats"	"depletion"
"HV"	"GO:0006508"	"proteolysis"	0.00526167259978764	4	"GOStats"	"depletion"
"HV"	"GO:0006511"	"ubiquitin-dependent protein catabolic process"	0.000723935617709091	15	"GOStats"	"depletion"
"HV"	"GO:0006518"	"peptide metabolic process"	0.00308563641550717	6	"GOStats"	"depletion"
"HV"	"GO:0006520"	"cellular amino acid metabolic process"	0.00994444125703042	1	"GOStats"	"depletion"
"HV"	"GO:0006605"	"protein targeting"	0.00435669732761183	5	"GOStats"	"depletion"
"HV"	"GO:0006611"	"protein export from nucleus"	0.00690313593380806	2	"GOStats"	"depletion"
"HV"	"GO:0006626"	"protein targeting to mitochondrion"	0.00751833079420981	1	"GOStats"	"depletion"
"HV"	"GO:0006631"	"fatty acid metabolic process"	0.00498255537317884	1	"GOStats"	"depletion"
"HV"	"GO:0006643"	"membrane lipid metabolic process"	0.00817333835642397	1	"GOStats"	"depletion"
"HV"	"GO:0006650"	"glycerophospholipid metabolic process"	0.00232004456921867	1	"GOStats"	"depletion"
"HV"	"GO:0006664"	"glycolipid metabolic process"	0.00410626776052459	3	"GOStats"	"depletion"
"HV"	"GO:0006725"	"cellular aromatic compound metabolic process"	0.000269414242675902	10	"GOStats"	"depletion"
"HV"	"GO:0006807"	"nitrogen compound metabolic process"	0.0019988084747172	14	"GOStats"	"depletion"
"HV"	"GO:0006810"	"transport"	0.00223322460113487	3	"GOStats"	"depletion"
"HV"	"GO:0006811"	"ion transport"	0.00340202167318926	1	"GOStats"	"depletion"
"HV"	"GO:0006820"	"anion transport"	0.0013047320765449	4	"GOStats"	"depletion"
"HV"	"GO:0006836"	"neurotransmitter transport"	0.00764047635577239	1	"GOStats"	"depletion"
"HV"	"GO:0006886"	"intracellular protein transport"	0.00129926867885509	13	"GOStats"	"depletion"
"HV"	"GO:0006887"	"exocytosis"	0.00406236926984023	4	"GOStats"	"depletion"
"HV"	"GO:0006888"	"endoplasmic reticulum to Golgi vesicle-mediated transport"	0.00350642804126232	10	"GOStats"	"depletion"
"HV"	"GO:0006890"	"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"	0.0069499935028813	1	"GOStats"	"depletion"
"HV"	"GO:0006904"	"vesicle docking involved in exocytosis"	0.00974945269180196	1	"GOStats"	"depletion"
"HV"	"GO:0006906"	"vesicle fusion"	0.00329004410875065	4	"GOStats"	"depletion"
"HV"	"GO:0006913"	"nucleocytoplasmic transport"	0.00322932314045757	4	"GOStats"	"depletion"
"HV"	"GO:0006914"	"autophagy"	0.00336055582842176	3	"GOStats"	"depletion"
"HV"	"GO:0006928"	"movement of cell or subcellular component"	0.000329660338138091	1	"GOStats"	"depletion"
"HV"	"GO:0006974"	"cellular response to DNA damage stimulus"	0.000909552480485039	10	"GOStats"	"depletion"
"HV"	"GO:0006996"	"organelle organization"	0.000125231315581262	15	"GOStats"	"depletion"
"HV"	"GO:0007005"	"mitochondrion organization"	0.00207257875565422	4	"GOStats"	"depletion"
"HV"	"GO:0007007"	"inner mitochondrial membrane organization"	0.00861312264044829	3	"GOStats"	"depletion"
"HV"	"GO:0007010"	"cytoskeleton organization"	0.000682299349936219	2	"GOStats"	"depletion"
"HV"	"GO:0007015"	"actin filament organization"	0.00142583749725053	3	"GOStats"	"depletion"
"HV"	"GO:0007017"	"microtubule-based process"	0.00457653900618702	4	"GOStats"	"depletion"
"HV"	"GO:0007018"	"microtubule-based movement"	0.00175468074456705	3	"GOStats"	"depletion"
"HV"	"GO:0007029"	"endoplasmic reticulum organization"	0.00474776422935507	2	"GOStats"	"depletion"
"HV"	"GO:0007030"	"Golgi organization"	0.00504327315672479	1	"GOStats"	"depletion"
"HV"	"GO:0007033"	"vacuole organization"	0.00888021418822746	1	"GOStats"	"depletion"
"HV"	"GO:0007034"	"vacuolar transport"	0.0020566857449026	4	"GOStats"	"depletion"
"HV"	"GO:0007049"	"cell cycle"	0.00339019361435445	1	"GOStats"	"depletion"
"HV"	"GO:0007051"	"spindle organization"	0.00329874884442088	3	"GOStats"	"depletion"
"HV"	"GO:0007052"	"mitotic spindle organization"	0.00974169190542281	1	"GOStats"	"depletion"
"HV"	"GO:0007059"	"chromosome segregation"	0.00271717113427308	2	"GOStats"	"depletion"
"HV"	"GO:0007154"	"cell communication"	0.00262360057433269	3	"GOStats"	"depletion"
"HV"	"GO:0007155"	"cell adhesion"	0.00851501787748048	1	"GOStats"	"depletion"
"HV"	"GO:0007163"	"establishment or maintenance of cell polarity"	0.00283088162349918	4	"GOStats"	"depletion"
"HV"	"GO:0007165"	"signal transduction"	0.00281186909672331	3	"GOStats"	"depletion"
"HV"	"GO:0007166"	"cell surface receptor signaling pathway"	0.00499596075783074	1	"GOStats"	"depletion"
"HV"	"GO:0007167"	"enzyme linked receptor protein signaling pathway"	0.00135223891254369	1	"GOStats"	"depletion"
"HV"	"GO:0007169"	"transmembrane receptor protein tyrosine kinase signaling pathway"	0.0025691682108874	1	"GOStats"	"depletion"
"HV"	"GO:0007179"	"transforming growth factor beta receptor signaling pathway"	0.0062952883269721	1	"GOStats"	"depletion"
"HV"	"GO:0007249"	"I-kappaB kinase/NF-kappaB signaling"	0.00339147133931435	3	"GOStats"	"depletion"
"HV"	"GO:0007264"	"small GTPase mediated signal transduction"	0.00259458218371441	2	"GOStats"	"depletion"
"HV"	"GO:0007265"	"Ras protein signal transduction"	0.002213370969292	2	"GOStats"	"depletion"
"HV"	"GO:0007266"	"Rho protein signal transduction"	0.000293790869221877	1	"GOStats"	"depletion"
"HV"	"GO:0007267"	"cell-cell signaling"	0.00444498865798071	1	"GOStats"	"depletion"
"HV"	"GO:0007268"	"chemical synaptic transmission"	0.00924910708391562	1	"GOStats"	"depletion"
"HV"	"GO:0007275"	"multicellular organism development"	0.00303571324762969	3	"GOStats"	"depletion"
"HV"	"GO:0007389"	"pattern specification process"	0.00198754167917356	1	"GOStats"	"depletion"
"HV"	"GO:0007399"	"nervous system development"	0.00281271721252018	3	"GOStats"	"depletion"
"HV"	"GO:0007409"	"axonogenesis"	0.000882597897293615	3	"GOStats"	"depletion"
"HV"	"GO:0007411"	"axon guidance"	0.00204722970376811	3	"GOStats"	"depletion"
"HV"	"GO:0007417"	"central nervous system development"	1.90131944886105e-05	1	"GOStats"	"depletion"
"HV"	"GO:0007420"	"brain development"	0.00048582996285257	1	"GOStats"	"depletion"
"HV"	"GO:0007423"	"sensory organ development"	0.000823902041322925	1	"GOStats"	"depletion"
"HV"	"GO:0007517"	"muscle organ development"	0.00532040801206591	1	"GOStats"	"depletion"
"HV"	"GO:0007519"	"skeletal muscle tissue development"	0.00890051736826905	1	"GOStats"	"depletion"
"HV"	"GO:0007600"	"sensory perception"	0.00350285329550472	3	"GOStats"	"depletion"
"HV"	"GO:0007601"	"visual perception"	0.00240956294435306	7	"GOStats"	"depletion"
"HV"	"GO:0008033"	"tRNA processing"	0.00289842108251267	9	"GOStats"	"depletion"
"HV"	"GO:0008104"	"protein localization"	0.00117294491580363	16	"GOStats"	"depletion"
"HV"	"GO:0008152"	"metabolic process"	0.00160108248521996	5	"GOStats"	"depletion"
"HV"	"GO:0008213"	"protein alkylation"	0.00595704610086453	3	"GOStats"	"depletion"
"HV"	"GO:0008283"	"cell population proliferation"	0.00389802539493636	1	"GOStats"	"depletion"
"HV"	"GO:0008380"	"RNA splicing"	0.000443246433201174	14	"GOStats"	"depletion"
"HV"	"GO:0008589"	"regulation of smoothened signaling pathway"	0.00710841257632114	1	"GOStats"	"depletion"
"HV"	"GO:0008643"	"carbohydrate transport"	0.00608510340793635	1	"GOStats"	"depletion"
"HV"	"GO:0008654"	"phospholipid biosynthetic process"	0.00223689767433307	1	"GOStats"	"depletion"
"HV"	"GO:0009057"	"macromolecule catabolic process"	0.000924665178748619	13	"GOStats"	"depletion"
"HV"	"GO:0009058"	"biosynthetic process"	0.00470708043639129	3	"GOStats"	"depletion"
"HV"	"GO:0009059"	"macromolecule biosynthetic process"	0.00296151176730169	8	"GOStats"	"depletion"
"HV"	"GO:0009100"	"glycoprotein metabolic process"	0.00223568734079202	3	"GOStats"	"depletion"
"HV"	"GO:0009101"	"glycoprotein biosynthetic process"	0.00394952286111307	3	"GOStats"	"depletion"
"HV"	"GO:0009247"	"glycolipid biosynthetic process"	0.00740050953364555	2	"GOStats"	"depletion"
"HV"	"GO:0009416"	"response to light stimulus"	0.00572352583273858	1	"GOStats"	"depletion"
"HV"	"GO:0009451"	"RNA modification"	0.000935936299491135	4	"GOStats"	"depletion"
"HV"	"GO:0009611"	"response to wounding"	0.00586107151500608	1	"GOStats"	"depletion"
"HV"	"GO:0009653"	"anatomical structure morphogenesis"	0.00104997669291569	3	"GOStats"	"depletion"
"HV"	"GO:0009888"	"tissue development"	0.00292663670123008	2	"GOStats"	"depletion"
"HV"	"GO:0009889"	"regulation of biosynthetic process"	0.00113750119499176	4	"GOStats"	"depletion"
"HV"	"GO:0009891"	"positive regulation of biosynthetic process"	0.000606011941428808	3	"GOStats"	"depletion"
"HV"	"GO:0009893"	"positive regulation of metabolic process"	0.00399553748072388	4	"GOStats"	"depletion"
"HV"	"GO:0009894"	"regulation of catabolic process"	0.00499730683388895	2	"GOStats"	"depletion"
"HV"	"GO:0009896"	"positive regulation of catabolic process"	0.000819678999932679	1	"GOStats"	"depletion"
"HV"	"GO:0009966"	"regulation of signal transduction"	0.000704045873043336	1	"GOStats"	"depletion"
"HV"	"GO:0009987"	"cellular process"	0.00120097907352965	13	"GOStats"	"depletion"
"HV"	"GO:0010035"	"response to inorganic substance"	0.00809553949224128	1	"GOStats"	"depletion"
"HV"	"GO:0010038"	"response to metal ion"	0.00566618909481797	1	"GOStats"	"depletion"
"HV"	"GO:0010256"	"endomembrane system organization"	0.00531340027112896	3	"GOStats"	"depletion"
"HV"	"GO:0010467"	"gene expression"	0.00178828484623334	13	"GOStats"	"depletion"
"HV"	"GO:0010468"	"regulation of gene expression"	0.000504808948230364	4	"GOStats"	"depletion"
"HV"	"GO:0010498"	"proteasomal protein catabolic process"	0.001203604741492	14	"GOStats"	"depletion"
"HV"	"GO:0010556"	"regulation of macromolecule biosynthetic process"	0.0010178923219841	4	"GOStats"	"depletion"
"HV"	"GO:0010557"	"positive regulation of macromolecule biosynthetic process"	0.00294839000476514	5	"GOStats"	"depletion"
"HV"	"GO:0010604"	"positive regulation of macromolecule metabolic process"	0.00584058327366044	5	"GOStats"	"depletion"
"HV"	"GO:0010608"	"posttranscriptional regulation of gene expression"	0.00927026504631842	1	"GOStats"	"depletion"
"HV"	"GO:0010629"	"negative regulation of gene expression"	0.00361389597715093	1	"GOStats"	"depletion"
"HV"	"GO:0010631"	"epithelial cell migration"	0.000924661574619637	1	"GOStats"	"depletion"
"HV"	"GO:0010638"	"positive regulation of organelle organization"	0.00873976594231724	1	"GOStats"	"depletion"
"HV"	"GO:0010646"	"regulation of cell communication"	0.000623726957285293	1	"GOStats"	"depletion"
"HV"	"GO:0010942"	"positive regulation of cell death"	0.00878109940884935	1	"GOStats"	"depletion"
"HV"	"GO:0010970"	"transport along microtubule"	0.00790192250644741	1	"GOStats"	"depletion"
"HV"	"GO:0014070"	"response to organic cyclic compound"	0.00457938336857634	1	"GOStats"	"depletion"
"HV"	"GO:0015031"	"protein transport"	0.000203084905365398	12	"GOStats"	"depletion"
"HV"	"GO:0015833"	"peptide transport"	0.000328876153954174	12	"GOStats"	"depletion"
"HV"	"GO:0015931"	"nucleobase-containing compound transport"	0.00375407442372497	1	"GOStats"	"depletion"
"HV"	"GO:0016043"	"cellular component organization"	0.000428191339300223	14	"GOStats"	"depletion"
"HV"	"GO:0016049"	"cell growth"	0.00384918398336995	3	"GOStats"	"depletion"
"HV"	"GO:0016050"	"vesicle organization"	0.0017973784809569	4	"GOStats"	"depletion"
"HV"	"GO:0016052"	"carbohydrate catabolic process"	0.00210518733968099	1	"GOStats"	"depletion"
"HV"	"GO:0016070"	"RNA metabolic process"	0.00136095982486317	13	"GOStats"	"depletion"
"HV"	"GO:0016071"	"mRNA metabolic process"	0.000170770333724517	13	"GOStats"	"depletion"
"HV"	"GO:0016072"	"rRNA metabolic process"	0.00164767489449083	10	"GOStats"	"depletion"
"HV"	"GO:0016073"	"snRNA metabolic process"	0.00391350497070134	1	"GOStats"	"depletion"
"HV"	"GO:0016079"	"synaptic vesicle exocytosis"	0.00463508811129066	1	"GOStats"	"depletion"
"HV"	"GO:0016192"	"vesicle-mediated transport"	0.000163438047666439	10	"GOStats"	"depletion"
"HV"	"GO:0016197"	"endosomal transport"	0.00308280839041795	9	"GOStats"	"depletion"
"HV"	"GO:0016236"	"macroautophagy"	0.00358525712916835	3	"GOStats"	"depletion"
"HV"	"GO:0016311"	"dephosphorylation"	0.00397195810961298	3	"GOStats"	"depletion"
"HV"	"GO:0016441"	"posttranscriptional gene silencing"	0.0069499935028813	1	"GOStats"	"depletion"
"HV"	"GO:0016477"	"cell migration"	0.000765331858776373	1	"GOStats"	"depletion"
"HV"	"GO:0016482"	"cytosolic transport"	0.00670173001582553	1	"GOStats"	"depletion"
"HV"	"GO:0016567"	"protein ubiquitination"	0.00152325607811935	3	"GOStats"	"depletion"
"HV"	"GO:0016569"	"covalent chromatin modification"	0.00212039934504761	13	"GOStats"	"depletion"
"HV"	"GO:0016570"	"histone modification"	0.00205755604243735	13	"GOStats"	"depletion"
"HV"	"GO:0016571"	"histone methylation"	0.00850555356089587	1	"GOStats"	"depletion"
"HV"	"GO:0016573"	"histone acetylation"	0.00240370796387478	10	"GOStats"	"depletion"
"HV"	"GO:0016579"	"protein deubiquitination"	0.00403319027166398	2	"GOStats"	"depletion"
"HV"	"GO:0017038"	"protein import"	0.00432283124379647	3	"GOStats"	"depletion"
"HV"	"GO:0017157"	"regulation of exocytosis"	0.0023022973720569	2	"GOStats"	"depletion"
"HV"	"GO:0018130"	"heterocycle biosynthetic process"	0.00180537850648694	4	"GOStats"	"depletion"
"HV"	"GO:0018193"	"peptidyl-amino acid modification"	0.000724337817470292	9	"GOStats"	"depletion"
"HV"	"GO:0018205"	"peptidyl-lysine modification"	0.00179993460326988	14	"GOStats"	"depletion"
"HV"	"GO:0018393"	"internal peptidyl-lysine acetylation"	0.00148205623331973	9	"GOStats"	"depletion"
"HV"	"GO:0018394"	"peptidyl-lysine acetylation"	0.00208580645517447	10	"GOStats"	"depletion"
"HV"	"GO:0019219"	"regulation of nucleobase-containing compound metabolic process"	0.00200081547802328	5	"GOStats"	"depletion"
"HV"	"GO:0019222"	"regulation of metabolic process"	0.00389374358466151	4	"GOStats"	"depletion"
"HV"	"GO:0019438"	"aromatic compound biosynthetic process"	0.00223805498155786	4	"GOStats"	"depletion"
"HV"	"GO:0019538"	"protein metabolic process"	0.000585310420519344	14	"GOStats"	"depletion"
"HV"	"GO:0019752"	"carboxylic acid metabolic process"	0.00684332152775123	1	"GOStats"	"depletion"
"HV"	"GO:0019941"	"modification-dependent protein catabolic process"	0.00157548090974918	15	"GOStats"	"depletion"
"HV"	"GO:0021953"	"central nervous system neuron differentiation"	0.00659203312308708	1	"GOStats"	"depletion"
"HV"	"GO:0022008"	"neurogenesis"	0.00221802009931811	3	"GOStats"	"depletion"
"HV"	"GO:0022402"	"cell cycle process"	0.0024030548907933	6	"GOStats"	"depletion"
"HV"	"GO:0022406"	"membrane docking"	0.00407245548504481	4	"GOStats"	"depletion"
"HV"	"GO:0022411"	"cellular component disassembly"	0.00414534608020155	4	"GOStats"	"depletion"
"HV"	"GO:0022607"	"cellular component assembly"	0.00235526300173722	4	"GOStats"	"depletion"
"HV"	"GO:0022610"	"biological adhesion"	0.00851501787748048	1	"GOStats"	"depletion"
"HV"	"GO:0022613"	"ribonucleoprotein complex biogenesis"	0.000226165502299671	11	"GOStats"	"depletion"
"HV"	"GO:0022618"	"ribonucleoprotein complex assembly"	0.00134301574763978	9	"GOStats"	"depletion"
"HV"	"GO:0023051"	"regulation of signaling"	0.000761225605378643	1	"GOStats"	"depletion"
"HV"	"GO:0023052"	"signaling"	0.000787489178816135	3	"GOStats"	"depletion"
"HV"	"GO:0023061"	"signal release"	0.00147167832491839	1	"GOStats"	"depletion"
"HV"	"GO:0030004"	"cellular monovalent inorganic cation homeostasis"	0.00210260120984906	1	"GOStats"	"depletion"
"HV"	"GO:0030010"	"establishment of cell polarity"	0.0080692830171657	1	"GOStats"	"depletion"
"HV"	"GO:0030029"	"actin filament-based process"	0.000339707121072581	3	"GOStats"	"depletion"
"HV"	"GO:0030030"	"cell projection organization"	0.00167275226290284	7	"GOStats"	"depletion"
"HV"	"GO:0030031"	"cell projection assembly"	0.00408262010924514	3	"GOStats"	"depletion"
"HV"	"GO:0030036"	"actin cytoskeleton organization"	0.000334740414694497	3	"GOStats"	"depletion"
"HV"	"GO:0030048"	"actin filament-based movement"	0.0095211559402534	1	"GOStats"	"depletion"
"HV"	"GO:0030099"	"myeloid cell differentiation"	0.00350268321015998	1	"GOStats"	"depletion"
"HV"	"GO:0030148"	"sphingolipid biosynthetic process"	0.0088627216475986	1	"GOStats"	"depletion"
"HV"	"GO:0030154"	"cell differentiation"	0.000539248624810853	1	"GOStats"	"depletion"
"HV"	"GO:0030163"	"protein catabolic process"	0.000980299151283256	11	"GOStats"	"depletion"
"HV"	"GO:0030182"	"neuron differentiation"	0.000284533110408581	3	"GOStats"	"depletion"
