Gene name	Gene stable ID	Gene type
znf143b	ENSELUG00000004396	protein_coding
inpp5l	ENSELUG00000017062	protein_coding
stam2	ENSELUG00000007160	protein_coding
dlx4b	ENSELUG00000011968	protein_coding
	ENSELUG00000012892	protein_coding
kif5aa	ENSELUG00000014352	protein_coding
ankha	ENSELUG00000007584	protein_coding
dlx3b	ENSELUG00000011948	protein_coding
eaf1	ENSELUG00000010011	protein_coding
atp6v1b2	ENSELUG00000006287	protein_coding
mcph1	ENSELUG00000019645	protein_coding
msl1a	ENSELUG00000015070	protein_coding
AXIN1	ENSELUG00000013590	protein_coding
SLCO1C1	ENSELUG00000006913	protein_coding
cdh23	ENSELUG00000010781	protein_coding
itga3b	ENSELUG00000011922	protein_coding
flrt3	ENSELUG00000029984	protein_coding
tmx2b	ENSELUG00000020780	protein_coding
cacna1eb	ENSELUG00000021389	protein_coding
gcnt4b	ENSELUG00000024854	protein_coding
	ENSELUG00000006733	protein_coding
slc6a8	ENSELUG00000010479	protein_coding
nr1d1	ENSELUG00000015028	protein_coding
	ENSELUG00000029749	protein_coding
tmem106ba	ENSELUG00000014705	protein_coding
sos2	ENSELUG00000020188	protein_coding
arl11	ENSELUG00000000140	protein_coding
ebpl	ENSELUG00000005023	protein_coding
slf1	ENSELUG00000017534	protein_coding
klhl40a	ENSELUG00000016166	protein_coding
hacd2	ENSELUG00000007197	protein_coding
cnga1b	ENSELUG00000002044	protein_coding
PARG	ENSELUG00000012972	protein_coding
dchs1b	ENSELUG00000009459	protein_coding
fer	ENSELUG00000003705	protein_coding
sp5l	ENSELUG00000008965	protein_coding
samm50l	ENSELUG00000019327	protein_coding
	ENSELUG00000007600	protein_coding
zdhhc5a	ENSELUG00000000911	protein_coding
	ENSELUG00000008929	protein_coding
ZDHHC8	ENSELUG00000023427	protein_coding
angpt2a	ENSELUG00000019551	protein_coding
gcsha	ENSELUG00000034129	protein_coding
ora5	ENSELUG00000023445	protein_coding
si:ch73-59p9.2	ENSELUG00000022964	protein_coding
ATP1A1	ENSELUG00000032711	protein_coding
si:dkey-8l13.5	ENSELUG00000004301	protein_coding
bmper	ENSELUG00000010060	protein_coding
sgsm3	ENSELUG00000004509	protein_coding
adcy5	ENSELUG00000007215	protein_coding
	ENSELUG00000020622	protein_coding
	ENSELUG00000034611	miRNA
cbll1	ENSELUG00000004495	protein_coding
igf2bp1	ENSELUG00000014974	protein_coding
	ENSELUG00000026272	pseudogene
agpat5	ENSELUG00000019699	protein_coding
	ENSELUG00000005912	protein_coding
	ENSELUG00000031249	protein_coding
rbm28	ENSELUG00000020602	protein_coding
fmnl2a	ENSELUG00000016058	protein_coding
KIAA0825	ENSELUG00000017598	protein_coding
	ENSELUG00000004274	protein_coding
zgc:163080	ENSELUG00000019713	protein_coding
acbd6	ENSELUG00000008918	protein_coding
sult6b1	ENSELUG00000019731	protein_coding
si:ch73-233k15.2	ENSELUG00000010795	protein_coding
nup155	ENSELUG00000023540	protein_coding
smg6	ENSELUG00000005934	protein_coding
armc3	ENSELUG00000000394	protein_coding
rpl27a	ENSELUG00000004255	protein_coding
brd3a	ENSELUG00000017366	protein_coding
SLC44A1	ENSELUG00000020886	protein_coding
otulina	ENSELUG00000007612	protein_coding
gsta3	ENSELUG00000034680	protein_coding
hsf1	ENSELUG00000022036	protein_coding
	ENSELUG00000012327	protein_coding
pou6f2	ENSELUG00000007640	protein_coding
msrb2	ENSELUG00000011233	protein_coding
scube1	ENSELUG00000019415	protein_coding
ppp6r2a	ENSELUG00000004548	protein_coding
CILK1	ENSELUG00000019783	protein_coding
EPB41L1	ENSELUG00000003026	protein_coding
c8g	ENSELUG00000011274	protein_coding
	ENSELUG00000024812	lncRNA
fanci	ENSELUG00000003277	protein_coding
	ENSELUG00000004196	snoRNA
nkx6.3	ENSELUG00000017076	protein_coding
	ENSELUG00000004188	snoRNA
	ENSELUG00000012379	protein_coding
	ENSELUG00000017086	protein_coding
	ENSELUG00000004182	protein_coding
capzb	ENSELUG00000014022	protein_coding
fbxo9	ENSELUG00000019800	protein_coding
auts2a	ENSELUG00000023517	protein_coding
	ENSELUG00000010829	protein_coding
ANO1	ENSELUG00000010127	protein_coding
vps41	ENSELUG00000007800	protein_coding
	ENSELUG00000032570	protein_coding
lhx4	ENSELUG00000008898	protein_coding
lepa	ENSELUG00000031898	protein_coding
	ENSELUG00000020589	miRNA
fam172a	ENSELUG00000017647	protein_coding
sorbs3	ENSELUG00000017224	protein_coding
	ENSELUG00000004163	protein_coding
	ENSELUG00000002187	protein_coding
bmp15	ENSELUG00000012484	protein_coding
	ENSELUG00000028678	lncRNA
	ENSELUG00000031603	protein_coding
lrrc4.2	ENSELUG00000020581	protein_coding
	ENSELUG00000033188	protein_coding
ankrd33aa	ENSELUG00000008863	protein_coding
rexo4	ENSELUG00000003539	protein_coding
si:dkey-13p1.3	ENSELUG00000001438	protein_coding
LMO1	ENSELUG00000004146	protein_coding
qsox1	ENSELUG00000008878	protein_coding
hgfb	ENSELUG00000020569	protein_coding
acvrl1	ENSELUG00000029746	protein_coding
edem3	ENSELUG00000015492	protein_coding
	ENSELUG00000004139	protein_coding
si:dkey-13p1.4	ENSELUG00000002195	protein_coding
	ENSELUG00000024691	protein_coding
	ENSELUG00000000159	protein_coding
CACFD1	ENSELUG00000003557	protein_coding
psma1	ENSELUG00000004125	protein_coding
LERL1	ENSELUG00000031158	protein_coding
WDR31	ENSELUG00000021614	protein_coding
	ENSELUG00000011385	protein_coding
rpap1	ENSELUG00000002206	protein_coding
	ENSELUG00000031326	protein_coding
pdlim2	ENSELUG00000017277	protein_coding
si:ch211-152f22.4	ENSELUG00000007332	protein_coding
ptcd2	ENSELUG00000003584	protein_coding
gfra2b	ENSELUG00000006312	protein_coding
ptgdsb.1	ENSELUG00000000406	protein_coding
lrrc75ba	ENSELUG00000001060	protein_coding
cep350	ENSELUG00000001632	protein_coding
	ENSELUG00000033215	lncRNA
amotl2a	ENSELUG00000007310	protein_coding
cep55l	ENSELUG00000004467	protein_coding
ZNF703	ENSELUG00000006331	protein_coding
	ENSELUG00000026441	protein_coding
FAT4	ENSELUG00000022354	protein_coding
adora1b	ENSELUG00000014300	protein_coding
	ENSELUG00000021596	protein_coding
nab1a	ENSELUG00000016158	protein_coding
ggt5a	ENSELUG00000023066	protein_coding
dclre1b	ENSELUG00000014288	protein_coding
map1b	ENSELUG00000000124	protein_coding
	ENSELUG00000031703	protein_coding
	ENSELUG00000034314	protein_coding
leap2	ENSELUG00000012516	protein_coding
rbp4	ENSELUG00000004445	protein_coding
tor4ab	ENSELUG00000021631	protein_coding
cep63	ENSELUG00000007285	protein_coding
hhatla	ENSELUG00000016129	protein_coding
cldn11b	ENSELUG00000011411	protein_coding
	ENSELUG00000021641	protein_coding
nr2f1a	ENSELUG00000017661	protein_coding
adgra2	ENSELUG00000017334	protein_coding
C16orf89	ENSELUG00000012881	protein_coding
	ENSELUG00000033876	pseudogene
ANKRD50	ENSELUG00000022324	protein_coding
C2orf42	ENSELUG00000006346	protein_coding
mfsd6a	ENSELUG00000016114	protein_coding
soat2	ENSELUG00000010574	protein_coding
ptger4b	ENSELUG00000003604	protein_coding
acvrl1	ENSELUG00000008844	protein_coding
slc7a14b	ENSELUG00000011430	protein_coding
ttc33	ENSELUG00000003639	protein_coding
ctnnbip1	ENSELUG00000013896	protein_coding
fam169b	ENSELUG00000000674	protein_coding
spry1	ENSELUG00000022279	protein_coding
ddr2l	ENSELUG00000021711	protein_coding
im:7152348	ENSELUG00000007267	protein_coding
ace	ENSELUG00000011851	protein_coding
alg1	ENSELUG00000012950	protein_coding
cpne5a	ENSELUG00000014236	protein_coding
bop1	ENSELUG00000022099	protein_coding
prkaa1	ENSELUG00000003662	protein_coding
SPATA5	ENSELUG00000022268	protein_coding
	ENSELUG00000016012	protein_coding
	ENSELUG00000007254	protein_coding
arpin	ENSELUG00000017441	protein_coding
	ENSELUG00000033759	lncRNA
dido1	ENSELUG00000005607	protein_coding
	ENSELUG00000017671	protein_coding
tia1	ENSELUG00000006377	protein_coding
rab6ba	ENSELUG00000001257	protein_coding
asphd2	ENSELUG00000023095	protein_coding
ACVR1B	ENSELUG00000008807	protein_coding
SPSB2	ENSELUG00000009889	protein_coding
	ENSELUG00000017702	protein_coding
cabp1a	ENSELUG00000023129	protein_coding
	ENSELUG00000009908	protein_coding
	ENSELUG00000033279	protein_coding
igsf8	ENSELUG00000010602	protein_coding
	ENSELUG00000009944	protein_coding
ahr1b	ENSELUG00000015980	protein_coding
rpl22l1	ENSELUG00000011463	protein_coding
vav2	ENSELUG00000017648	protein_coding
	ENSELUG00000025632	protein_coding
	ENSELUG00000030091	pseudogene
sp7	ENSELUG00000025531	protein_coding
mlec	ENSELUG00000023149	protein_coding
	ENSELUG00000010623	protein_coding
psma1	ENSELUG00000029926	protein_coding
	ENSELUG00000017435	protein_coding
	ENSELUG00000034070	protein_coding
calca	ENSELUG00000004082	protein_coding
unc119.1	ENSELUG00000023176	protein_coding
	ENSELUG00000027169	miRNA
rnf216	ENSELUG00000011346	protein_coding
bbs9	ENSELUG00000000371	protein_coding
tarbp2	ENSELUG00000010642	protein_coding
usf1	ENSELUG00000001156	protein_coding
	ENSELUG00000031644	miRNA
	ENSELUG00000024131	protein_coding
npl	ENSELUG00000015432	protein_coding
ovca2	ENSELUG00000026069	protein_coding
INSC	ENSELUG00000004057	protein_coding
plcd1b	ENSELUG00000016108	protein_coding
	ENSELUG00000025440	pseudogene
	ENSELUG00000010045	protein_coding
clstn1	ENSELUG00000013846	protein_coding
	ENSELUG00000026161	lncRNA
zgc:162025	ENSELUG00000023188	protein_coding
llgl2	ENSELUG00000023928	protein_coding
zmynd8	ENSELUG00000005483	protein_coding
smfn	ENSELUG00000020072	protein_coding
	ENSELUG00000006047	protein_coding
	ENSELUG00000017734	protein_coding
fscn1a	ENSELUG00000011363	protein_coding
slco2a1	ENSELUG00000001219	protein_coding
pde6c	ENSELUG00000004408	protein_coding
KIF2A	ENSELUG00000010457	protein_coding
	ENSELUG00000010081	protein_coding
	ENSELUG00000004024	protein_coding
ugcg	ENSELUG00000013975	protein_coding
	ENSELUG00000014394	protein_coding
	ENSELUG00000025886	pseudogene
hnf1a	ENSELUG00000023191	protein_coding
fam171a1	ENSELUG00000010140	protein_coding
	ENSELUG00000025279	lncRNA
	ENSELUG00000027840	miRNA
	ENSELUG00000010666	protein_coding
TNIK	ENSELUG00000001416	protein_coding
ACTG1	ENSELUG00000011375	protein_coding
rdh8a	ENSELUG00000006157	protein_coding
si:dkey-245n4.2	ENSELUG00000031857	protein_coding
sfxn1	ENSELUG00000022974	protein_coding
sp1	ENSELUG00000010685	protein_coding
	ENSELUG00000029968	protein_coding
	ENSELUG00000006138	protein_coding
	ENSELUG00000010697	protein_coding
nmt2	ENSELUG00000025908	protein_coding
	ENSELUG00000020098	protein_coding
eef2kmt	ENSELUG00000000474	protein_coding
glrx3	ENSELUG00000014440	protein_coding
ppp2ca	ENSELUG00000022917	protein_coding
CACNA2D1	ENSELUG00000020542	protein_coding
AMHR2	ENSELUG00000010715	protein_coding
sec22bb	ENSELUG00000015377	protein_coding
gng10	ENSELUG00000013998	protein_coding
msi1	ENSELUG00000023219	protein_coding
	ENSELUG00000024550	protein_coding
dnajc25	ENSELUG00000001397	protein_coding
gramd1ba	ENSELUG00000020203	protein_coding
olfm2a	ENSELUG00000024523	protein_coding
SOX6	ENSELUG00000003978	protein_coding
ythdc1	ENSELUG00000014029	protein_coding
	ENSELUG00000011437	protein_coding
atp5po	ENSELUG00000022874	protein_coding
	ENSELUG00000032876	protein_coding
	ENSELUG00000028318	lncRNA
si:ch211-76l23.4	ENSELUG00000012995	protein_coding
ugt2a4	ENSELUG00000014064	protein_coding
ryk	ENSELUG00000007189	protein_coding
si:ch1073-44g3.1	ENSELUG00000022674	protein_coding
ebf3a	ENSELUG00000014530	protein_coding
	ENSELUG00000026683	protein_coding
gsg1l	ENSELUG00000000476	protein_coding
si:ch211-281g13.5	ENSELUG00000015399	protein_coding
gga1	ENSELUG00000002835	protein_coding
pcbp2	ENSELUG00000010754	protein_coding
nsd1a	ENSELUG00000022638	protein_coding
fktn	ENSELUG00000014097	protein_coding
fbxl16	ENSELUG00000013032	protein_coding
	ENSELUG00000011728	protein_coding
RHCG	ENSELUG00000011035	protein_coding
	ENSELUG00000017353	protein_coding
slc29a4	ENSELUG00000011467	protein_coding
htra1a	ENSELUG00000006224	protein_coding
wdr34	ENSELUG00000021173	protein_coding
kctd10	ENSELUG00000021327	protein_coding
	ENSELUG00000032860	lncRNA
hdac8	ENSELUG00000012566	protein_coding
adrb3a	ENSELUG00000017383	protein_coding
rtn4rl1a	ENSELUG00000006119	protein_coding
fam168b	ENSELUG00000002179	protein_coding
LOX	ENSELUG00000021752	protein_coding
ugt2a4	ENSELUG00000014110	protein_coding
MICOS10-NBL1	ENSELUG00000013983	protein_coding
sept12	ENSELUG00000027494	protein_coding
NBL1	ENSELUG00000013960	protein_coding
nrros	ENSELUG00000002183	protein_coding
cep89	ENSELUG00000018075	protein_coding
mpp2b	ENSELUG00000011637	protein_coding
	ENSELUG00000026759	protein_coding
si:ch211-186j3.6	ENSELUG00000020056	protein_coding
notch2	ENSELUG00000015318	protein_coding
VWA1	ENSELUG00000013913	protein_coding
si:ch211-214j8.1	ENSELUG00000021769	protein_coding
galk1	ENSELUG00000023907	protein_coding
fsd1l	ENSELUG00000014182	protein_coding
pja2	ENSELUG00000003723	protein_coding
plekha1a	ENSELUG00000006285	protein_coding
plrg1	ENSELUG00000020966	protein_coding
lrrc4.1	ENSELUG00000032942	protein_coding
	ENSELUG00000031237	protein_coding
sh3glb1a	ENSELUG00000002192	protein_coding
aak1a	ENSELUG00000017437	protein_coding
MIR129-1	ENSELUG00000001807	miRNA
ora3	ENSELUG00000013789	protein_coding
RPA1	ENSELUG00000006136	protein_coding
trip10a	ENSELUG00000024488	protein_coding
	ENSELUG00000001808	protein_coding
	ENSELUG00000015463	protein_coding
rpp38	ENSELUG00000010160	protein_coding
	ENSELUG00000027717	protein_coding
MAP3K12	ENSELUG00000010840	protein_coding
	ENSELUG00000001537	protein_coding
	ENSELUG00000021354	protein_coding
kmt2d	ENSELUG00000008739	protein_coding
nt5c3a	ENSELUG00000010304	protein_coding
abhd8b	ENSELUG00000019715	protein_coding
CHAT	ENSELUG00000013037	protein_coding
pkd1b	ENSELUG00000023832	protein_coding
setb	ENSELUG00000021202	protein_coding
DDA1	ENSELUG00000031505	protein_coding
acbd7	ENSELUG00000033303	protein_coding
	ENSELUG00000029671	protein_coding
ora4	ENSELUG00000013537	protein_coding
si:dkey-5i3.5	ENSELUG00000001809	protein_coding
atp5mf	ENSELUG00000011473	protein_coding
FNDC10	ENSELUG00000013527	protein_coding
si:dkey-31f5.11	ENSELUG00000001810	protein_coding
ssu72	ENSELUG00000013503	protein_coding
zgc:165481	ENSELUG00000001348	protein_coding
	ENSELUG00000023745	protein_coding
	ENSELUG00000010235	protein_coding
cpsf4	ENSELUG00000011481	protein_coding
	ENSELUG00000000743	protein_coding
SDCBP	ENSELUG00000021379	protein_coding
man2a1	ENSELUG00000003789	protein_coding
ano8b	ENSELUG00000019646	protein_coding
slc7a9	ENSELUG00000018001	protein_coding
ndufs5	ENSELUG00000022912	protein_coding
	ENSELUG00000010217	protein_coding
pfkfb3	ENSELUG00000006385	protein_coding
sec22a	ENSELUG00000007224	protein_coding
rnf19b	ENSELUG00000022996	protein_coding
ltk	ENSELUG00000002224	protein_coding
	ENSELUG00000030013	protein_coding
msgn1	ENSELUG00000028658	protein_coding
dhh	ENSELUG00000008624	protein_coding
impdh1b	ENSELUG00000001819	protein_coding
si:ch211-51e12.7	ENSELUG00000018141	protein_coding
tmem240b	ENSELUG00000013447	protein_coding
FAM110B	ENSELUG00000021390	protein_coding
crot	ENSELUG00000010269	protein_coding
uap1l1	ENSELUG00000021217	protein_coding
lmbr1l	ENSELUG00000008608	protein_coding
	ENSELUG00000029765	protein_coding
penkb	ENSELUG00000021396	protein_coding
aif1l	ENSELUG00000003687	protein_coding
mrps10	ENSELUG00000018119	protein_coding
sdr16c5b	ENSELUG00000021485	protein_coding
zeb1a	ENSELUG00000011887	protein_coding
ATAD3A	ENSELUG00000013432	protein_coding
lpar6b	ENSELUG00000007039	protein_coding
chchd7	ENSELUG00000021526	protein_coding
tulp4a	ENSELUG00000018050	protein_coding
uprt	ENSELUG00000000255	protein_coding
	ENSELUG00000001401	protein_coding
pdia5	ENSELUG00000007299	protein_coding
	ENSELUG00000026114	protein_coding
	ENSELUG00000032929	miRNA
slu7	ENSELUG00000022607	protein_coding
tex11	ENSELUG00000002920	protein_coding
nudt19	ENSELUG00000017976	protein_coding
dctn3	ENSELUG00000010375	protein_coding
	ENSELUG00000022929	protein_coding
plag1	ENSELUG00000021546	protein_coding
slc18a3b	ENSELUG00000013055	protein_coding
mbd6	ENSELUG00000014204	protein_coding
mos	ENSELUG00000021584	protein_coding
ppm1k	ENSELUG00000015493	protein_coding
rps20	ENSELUG00000026600	protein_coding
ak2	ENSELUG00000023018	protein_coding
dact3a	ENSELUG00000020255	protein_coding
pdap1b	ENSELUG00000011601	protein_coding
atg5	ENSELUG00000010403	protein_coding
RASGRF1	ENSELUG00000017954	protein_coding
rgrb	ENSELUG00000013087	protein_coding
	ENSELUG00000024450	protein_coding
strip2	ENSELUG00000015026	protein_coding
tubd1	ENSELUG00000019274	protein_coding
	ENSELUG00000020321	protein_coding
lamc3	ENSELUG00000003762	protein_coding
TMEM158	ENSELUG00000027334	protein_coding
	ENSELUG00000028080	protein_coding
	ENSELUG00000028507	protein_coding
	ENSELUG00000028828	lncRNA
ELFN2	ENSELUG00000004456	protein_coding
	ENSELUG00000025901	protein_coding
zdhhc12b	ENSELUG00000021228	protein_coding
zgc:56231	ENSELUG00000021710	protein_coding
cdcp1a	ENSELUG00000024579	protein_coding
kdrl	ENSELUG00000002881	protein_coding
spata20	ENSELUG00000023737	protein_coding
	ENSELUG00000009503	protein_coding
	ENSELUG00000002200	protein_coding
	ENSELUG00000020120	protein_coding
ikzf5	ENSELUG00000006321	protein_coding
mrpl20	ENSELUG00000013398	protein_coding
	ENSELUG00000004412	protein_coding
c1qtnf2	ENSELUG00000022594	protein_coding
lrit1b	ENSELUG00000013116	protein_coding
	ENSELUG00000031503	miRNA
tmem181	ENSELUG00000017989	protein_coding
dnajc22	ENSELUG00000008559	protein_coding
hmx3a	ENSELUG00000006336	protein_coding
LRIT2	ENSELUG00000013146	protein_coding
	ENSELUG00000020343	protein_coding
CCNJL	ENSELUG00000022574	protein_coding
	ENSELUG00000026075	protein_coding
	ENSELUG00000024464	protein_coding
	ENSELUG00000032577	protein_coding
zgc:171929	ENSELUG00000026031	protein_coding
stac3	ENSELUG00000014135	protein_coding
hmx2	ENSELUG00000006349	protein_coding
	ENSELUG00000023592	protein_coding
rwdd1	ENSELUG00000027909	protein_coding
abcb4	ENSELUG00000010398	protein_coding
CDHR1	ENSELUG00000013182	protein_coding
prdm1a	ENSELUG00000010442	protein_coding
MIR21	ENSELUG00000027219	miRNA
	ENSELUG00000034250	lncRNA
zmym4	ENSELUG00000023076	protein_coding
	ENSELUG00000027425	lncRNA
snrpd2	ENSELUG00000020393	protein_coding
nkx1.2la	ENSELUG00000006359	protein_coding
sdhb	ENSELUG00000013365	protein_coding
ikzf4	ENSELUG00000000318	protein_coding
bud31	ENSELUG00000011629	protein_coding
vmp1	ENSELUG00000019247	protein_coding
	ENSELUG00000016214	protein_coding
abcg2d	ENSELUG00000015532	protein_coding
lman2	ENSELUG00000022557	protein_coding
ahr2	ENSELUG00000015884	protein_coding
VAV3	ENSELUG00000002208	protein_coding
dnmt3bb.2	ENSELUG00000002893	protein_coding
nudt6	ENSELUG00000022259	protein_coding
FAM53B	ENSELUG00000006379	protein_coding
nexmifa	ENSELUG00000007173	protein_coding
	ENSELUG00000024599	protein_coding
synj1	ENSELUG00000009731	protein_coding
tbx20	ENSELUG00000010466	protein_coding
fgf2	ENSELUG00000027190	protein_coding
prps1b	ENSELUG00000000257	protein_coding
	ENSELUG00000028827	processed_pseudogene
eef1akmt2	ENSELUG00000000203	protein_coding
bbs12	ENSELUG00000022231	protein_coding
	ENSELUG00000011716	protein_coding
ift74	ENSELUG00000001548	protein_coding
cetn4	ENSELUG00000022219	protein_coding
vaspa	ENSELUG00000020433	protein_coding
sos1	ENSELUG00000018098	protein_coding
abraxas2	ENSELUG00000006421	protein_coding
pyyb	ENSELUG00000011536	protein_coding
NXPH4	ENSELUG00000013978	protein_coding
cdx4	ENSELUG00000002867	protein_coding
tut1	ENSELUG00000011532	protein_coding
	ENSELUG00000030157	lncRNA
ndufa4l2a	ENSELUG00000013956	protein_coding
chic1	ENSELUG00000002864	protein_coding
	ENSELUG00000022187	protein_coding
dpy19l1l	ENSELUG00000010518	protein_coding
rps26	ENSELUG00000008459	protein_coding
GALNT9	ENSELUG00000021416	protein_coding
spon1b	ENSELUG00000001480	protein_coding
pkn3	ENSELUG00000021353	protein_coding
actr5	ENSELUG00000013918	protein_coding
	ENSELUG00000011657	protein_coding
pacs1a	ENSELUG00000023598	protein_coding
arhgap12a	ENSELUG00000011833	protein_coding
lnx2b	ENSELUG00000000087	protein_coding
HMBOX1	ENSELUG00000008628	protein_coding
	ENSELUG00000008452	snoRNA
	ENSELUG00000001217	protein_coding
mki67	ENSELUG00000011512	protein_coding
	ENSELUG00000025305	lncRNA
wnt1	ENSELUG00000008435	protein_coding
SLC32A1	ENSELUG00000013889	protein_coding
wnt10b	ENSELUG00000008415	protein_coding
arhgap21a	ENSELUG00000021780	protein_coding
raraa	ENSELUG00000011435	protein_coding
bpifcl	ENSELUG00000013862	protein_coding
dlg2	ENSELUG00000000901	protein_coding
flii	ENSELUG00000011761	protein_coding
adad1	ENSELUG00000022167	protein_coding
arf3a	ENSELUG00000008395	protein_coding
ccl35.2	ENSELUG00000011703	protein_coding
smpd3	ENSELUG00000011685	protein_coding
	ENSELUG00000033477	protein_coding
sfpq	ENSELUG00000023145	protein_coding
GHITM	ENSELUG00000013210	protein_coding
	ENSELUG00000027460	lncRNA
gtpbp3	ENSELUG00000019607	protein_coding
si:dkeyp-50b9.1	ENSELUG00000011673	protein_coding
gtf2f1	ENSELUG00000004319	protein_coding
tlx2	ENSELUG00000022140	protein_coding
prelid3b	ENSELUG00000027446	protein_coding
	ENSELUG00000010389	protein_coding
cavin4b	ENSELUG00000000673	protein_coding
rbfox1	ENSELUG00000013096	protein_coding
si:ch211-147m6.1	ENSELUG00000011600	protein_coding
SUSD2	ENSELUG00000021432	protein_coding
olfcj1	ENSELUG00000018092	protein_coding
tmeff1b	ENSELUG00000000677	protein_coding
si:ch211-194m7.5	ENSELUG00000011582	protein_coding
slc25a43	ENSELUG00000000081	protein_coding
lypla2	ENSELUG00000023195	protein_coding
fgf24	ENSELUG00000022094	protein_coding
adt2	ENSELUG00000000076	protein_coding
erbb3b	ENSELUG00000008353	protein_coding
ube2z	ENSELUG00000014930	protein_coding
si:ch73-173p19.2	ENSELUG00000017478	protein_coding
zranb1b	ENSELUG00000006442	protein_coding
atp5f1e	ENSELUG00000013735	protein_coding
olfch1	ENSELUG00000018157	protein_coding
kif13bb	ENSELUG00000008682	protein_coding
	ENSELUG00000013718	protein_coding
mrpl11	ENSELUG00000002807	protein_coding
chst3b	ENSELUG00000013228	protein_coding
RNF11	ENSELUG00000021315	protein_coding
fibcd1	ENSELUG00000003797	protein_coding
tmem265	ENSELUG00000002798	protein_coding
npas4a	ENSELUG00000002796	protein_coding
dynlt1	ENSELUG00000017953	protein_coding
ndrg4	ENSELUG00000011531	protein_coding
	ENSELUG00000029987	protein_coding
	ENSELUG00000026313	protein_coding
sec61g	ENSELUG00000014294	protein_coding
	ENSELUG00000025883	lncRNA
pax2a	ENSELUG00000013291	protein_coding
	ENSELUG00000000262	protein_coding
	ENSELUG00000002865	protein_coding
efemp2a	ENSELUG00000002776	protein_coding
zgc:63972	ENSELUG00000033891	protein_coding
	ENSELUG00000025549	protein_coding
rpe65a	ENSELUG00000021297	protein_coding
	ENSELUG00000017945	protein_coding
znf711	ENSELUG00000001466	protein_coding
xcr1a.1	ENSELUG00000001339	protein_coding
si:dkey-94e7.2	ENSELUG00000014248	protein_coding
atp5mc1	ENSELUG00000014903	protein_coding
scxa	ENSELUG00000022057	protein_coding
kpna3	ENSELUG00000004957	protein_coding
	ENSELUG00000029928	protein_coding
GPR141	ENSELUG00000014225	protein_coding
STEEP1	ENSELUG00000010979	protein_coding
chrna1	ENSELUG00000002464	protein_coding
	ENSELUG00000022135	protein_coding
gnas	ENSELUG00000000504	protein_coding
fyco1a	ENSELUG00000002841	protein_coding
	ENSELUG00000004001	protein_coding
pnoca	ENSELUG00000012441	protein_coding
gtf2h5	ENSELUG00000000724	protein_coding
	ENSELUG00000001263	protein_coding
efnb1	ENSELUG00000030635	protein_coding
elovl5	ENSELUG00000019836	protein_coding
znf395a	ENSELUG00000012502	protein_coding
fgg	ENSELUG00000020977	protein_coding
GJD3	ENSELUG00000011365	protein_coding
eda	ENSELUG00000011046	protein_coding
aff3	ENSELUG00000020087	protein_coding
hgh1	ENSELUG00000022164	protein_coding
	ENSELUG00000027062	lncRNA
wnt11f2	ENSELUG00000011071	protein_coding
	ENSELUG00000031161	lncRNA
	ENSELUG00000032335	protein_coding
eve1	ENSELUG00000014847	protein_coding
klf11b	ENSELUG00000012527	protein_coding
pcgf1	ENSELUG00000022082	protein_coding
igbp1	ENSELUG00000011082	protein_coding
	ENSELUG00000033353	lncRNA
taf1	ENSELUG00000007435	protein_coding
	ENSELUG00000026973	protein_coding
pithd1	ENSELUG00000026203	protein_coding
hoxb13a	ENSELUG00000001314	protein_coding
	ENSELUG00000032924	lncRNA
recql4	ENSELUG00000022177	protein_coding
lrata	ENSELUG00000020992	protein_coding
cx27.5	ENSELUG00000011098	protein_coding
	ENSELUG00000014146	miRNA
	ENSELUG00000030330	lncRNA
CLPS	ENSELUG00000027977	protein_coding
ptprea	ENSELUG00000014622	protein_coding
serac1	ENSELUG00000017822	protein_coding
grhl1	ENSELUG00000012598	protein_coding
cx39.9	ENSELUG00000027257	protein_coding
hoxb10a	ENSELUG00000014819	protein_coding
lhfpl5b	ENSELUG00000014128	protein_coding
eloa	ENSELUG00000023273	protein_coding
gclc	ENSELUG00000019935	protein_coding
mir196b	ENSELUG00000034478	miRNA
ZMYM3	ENSELUG00000011128	protein_coding
lbx2	ENSELUG00000022042	protein_coding
plvapb	ENSELUG00000019563	protein_coding
si:dkey-12e7.1	ENSELUG00000017424	protein_coding
tmed9	ENSELUG00000022505	protein_coding
syt9b	ENSELUG00000016099	protein_coding
hoxb9a	ENSELUG00000014813	protein_coding
nanos1	ENSELUG00000022032	protein_coding
kmt5b	ENSELUG00000017419	protein_coding
npy2r	ENSELUG00000020999	protein_coding
dtwd2	ENSELUG00000006394	protein_coding
hspb15	ENSELUG00000021439	protein_coding
babam1	ENSELUG00000019553	protein_coding
ap1ar	ENSELUG00000022014	protein_coding
pdlim3a	ENSELUG00000021020	protein_coding
	ENSELUG00000029773	miRNA
hoxb8a	ENSELUG00000014798	protein_coding
srpk1a	ENSELUG00000014092	protein_coding
	ENSELUG00000014171	protein_coding
	ENSELUG00000034043	lncRNA
si:ch211-107o10.3	ENSELUG00000017852	protein_coding
fbxl15	ENSELUG00000013318	protein_coding
taok3b	ENSELUG00000021471	protein_coding
klhl43	ENSELUG00000023318	protein_coding
ushbp1	ENSELUG00000019539	protein_coding
MFAP2	ENSELUG00000013339	protein_coding
gabra4	ENSELUG00000021980	protein_coding
LRRC19	ENSELUG00000014205	protein_coding
	ENSELUG00000028160	protein_coding
