Gene name	Gene stable ID	Gene type
nkx3-2	ENSLOCG00000009892	protein_coding
TTC21A	ENSLOCG00000009893	protein_coding
TLE4	ENSLOCG00000009894	protein_coding
	ENSLOCG00000009895	protein_coding
frem1b	ENSLOCG00000009896	protein_coding
cntn3b	ENSLOCG00000009897	protein_coding
	ENSLOCG00000009898	protein_coding
igfn1.2	ENSLOCG00000009899	protein_coding
gorasp1a	ENSLOCG00000009900	protein_coding
	ENSLOCG00000009901	protein_coding
tfdp1a	ENSLOCG00000009902	protein_coding
	ENSLOCG00000009903	protein_coding
	ENSLOCG00000009904	protein_coding
	ENSLOCG00000009905	protein_coding
wdr48b	ENSLOCG00000009906	protein_coding
HS3ST1	ENSLOCG00000009907	protein_coding
ckba	ENSLOCG00000009908	protein_coding
	ENSLOCG00000009909	protein_coding
grm4	ENSLOCG00000009910	protein_coding
ATP4B	ENSLOCG00000009911	protein_coding
	ENSLOCG00000009912	protein_coding
	ENSLOCG00000009913	protein_coding
scn12aa	ENSLOCG00000009914	protein_coding
mfsd6a	ENSLOCG00000009915	protein_coding
	ENSLOCG00000009916	protein_coding
pdzrn3a	ENSLOCG00000009917	protein_coding
	ENSLOCG00000009918	protein_coding
	ENSLOCG00000009919	protein_coding
trmt61a	ENSLOCG00000009920	protein_coding
WDR1	ENSLOCG00000009921	protein_coding
	ENSLOCG00000009922	protein_coding
grk1a	ENSLOCG00000009923	protein_coding
	ENSLOCG00000009924	protein_coding
gipc1	ENSLOCG00000009925	protein_coding
	ENSLOCG00000009926	protein_coding
azin1b	ENSLOCG00000009927	protein_coding
bag5	ENSLOCG00000009928	protein_coding
nemp2	ENSLOCG00000009929	protein_coding
SLC2A9	ENSLOCG00000009930	protein_coding
MSL3	ENSLOCG00000009931	protein_coding
hmga1a	ENSLOCG00000009932	protein_coding
EXOG	ENSLOCG00000009933	protein_coding
	ENSLOCG00000009934	protein_coding
dnajb1b	ENSLOCG00000009935	protein_coding
tm2d1	ENSLOCG00000009936	protein_coding
klc1a	ENSLOCG00000009937	protein_coding
atp6v1c1b	ENSLOCG00000009938	protein_coding
acvr2bb	ENSLOCG00000009939	protein_coding
smim29	ENSLOCG00000009940	protein_coding
tlr7	ENSLOCG00000009941	protein_coding
ppp4r2b	ENSLOCG00000009942	protein_coding
patj	ENSLOCG00000009943	protein_coding
tecrb	ENSLOCG00000009944	protein_coding
	ENSLOCG00000009945	protein_coding
OTOP1	ENSLOCG00000009946	protein_coding
nab1a	ENSLOCG00000009947	protein_coding
xrcc3	ENSLOCG00000009948	protein_coding
nudt3a	ENSLOCG00000009949	protein_coding
baalca	ENSLOCG00000009950	protein_coding
ndufb7	ENSLOCG00000009951	protein_coding
	ENSLOCG00000009952	protein_coding
	ENSLOCG00000009953	protein_coding
glsa	ENSLOCG00000009954	protein_coding
tmem107	ENSLOCG00000009955	protein_coding
zfyve21	ENSLOCG00000009956	protein_coding
	ENSLOCG00000009957	protein_coding
gxylt2	ENSLOCG00000009958	protein_coding
rps10	ENSLOCG00000009959	protein_coding
spire1b	ENSLOCG00000009960	protein_coding
zgc:136908	ENSLOCG00000009961	protein_coding
xylb	ENSLOCG00000009962	protein_coding
lyar	ENSLOCG00000009963	protein_coding
PRPS2	ENSLOCG00000009964	protein_coding
stat1a	ENSLOCG00000009965	protein_coding
tal1	ENSLOCG00000009966	protein_coding
klf4	ENSLOCG00000009967	protein_coding
ppp1r13bb	ENSLOCG00000009968	protein_coding
pacsin1a	ENSLOCG00000009969	protein_coding
shq1	ENSLOCG00000009970	protein_coding
	ENSLOCG00000009971	protein_coding
pros1	ENSLOCG00000009972	protein_coding
stx6	ENSLOCG00000009973	protein_coding
zbtb49	ENSLOCG00000009974	protein_coding
samd1b	ENSLOCG00000009975	protein_coding
rad23b	ENSLOCG00000009976	protein_coding
tlr7	ENSLOCG00000009977	protein_coding
nub1	ENSLOCG00000009978	protein_coding
SPDEF	ENSLOCG00000009979	protein_coding
rybpa	ENSLOCG00000009980	protein_coding
si:dkey-121a11.3	ENSLOCG00000009981	protein_coding
TLR8	ENSLOCG00000009982	protein_coding
ZNF462	ENSLOCG00000009983	protein_coding
	ENSLOCG00000009984	protein_coding
RD3L	ENSLOCG00000009985	protein_coding
NSG1	ENSLOCG00000009986	protein_coding
prelid3a	ENSLOCG00000009987	protein_coding
ilrun	ENSLOCG00000009988	protein_coding
WDR86	ENSLOCG00000009989	protein_coding
TLR8	ENSLOCG00000009990	protein_coding
prok2	ENSLOCG00000009991	protein_coding
tdrd9	ENSLOCG00000009992	protein_coding
rasa3	ENSLOCG00000009993	protein_coding
crygn1	ENSLOCG00000009994	protein_coding
fbxo32	ENSLOCG00000009995	protein_coding
TMEM38B	ENSLOCG00000009996	protein_coding
asf1ba	ENSLOCG00000009997	protein_coding
stx18	ENSLOCG00000009998	protein_coding
	ENSLOCG00000009999	protein_coding
tmsb	ENSLOCG00000010000	protein_coding
eif4e3	ENSLOCG00000010001	protein_coding
atic	ENSLOCG00000010002	protein_coding
si:dkey-14d8.7	ENSLOCG00000010003	protein_coding
rheb	ENSLOCG00000010004	protein_coding
uhrf1bp1	ENSLOCG00000010005	protein_coding
egfl6	ENSLOCG00000010006	protein_coding
	ENSLOCG00000010007	protein_coding
MSX1	ENSLOCG00000010008	protein_coding
foxp1b	ENSLOCG00000010009	protein_coding
zranb2	ENSLOCG00000010010	protein_coding
coq2	ENSLOCG00000010011	protein_coding
klhl38b	ENSLOCG00000010012	protein_coding
	ENSLOCG00000010013	protein_coding
tpp2	ENSLOCG00000010014	protein_coding
ptger3	ENSLOCG00000010015	protein_coding
fam91a1	ENSLOCG00000010016	protein_coding
rtn1b	ENSLOCG00000010017	protein_coding
si:ch211-191a24.4	ENSLOCG00000010018	protein_coding
	ENSLOCG00000010019	protein_coding
fn1a	ENSLOCG00000010020	protein_coding
taf11	ENSLOCG00000010021	protein_coding
CYTL1	ENSLOCG00000010022	protein_coding
PRAG1	ENSLOCG00000010023	protein_coding
	ENSLOCG00000010024	protein_coding
cthl	ENSLOCG00000010025	protein_coding
phlpp1	ENSLOCG00000010026	protein_coding
oaz1b	ENSLOCG00000010027	protein_coding
TCEANC	ENSLOCG00000010028	protein_coding
trib1	ENSLOCG00000010029	protein_coding
	ENSLOCG00000010030	protein_coding
ANKS1A	ENSLOCG00000010031	protein_coding
STK32B	ENSLOCG00000010032	protein_coding
TRAPPC2B	ENSLOCG00000010033	protein_coding
NSMCE2	ENSLOCG00000010034	protein_coding
gldc	ENSLOCG00000010035	protein_coding
LRRC9	ENSLOCG00000010036	protein_coding
EVC2	ENSLOCG00000010037	protein_coding
MDFIC2	ENSLOCG00000010038	protein_coding
clk4a	ENSLOCG00000010039	protein_coding
ofd1	ENSLOCG00000010040	protein_coding
zgc:113054	ENSLOCG00000010041	protein_coding
TCP11X2	ENSLOCG00000010042	protein_coding
ankrd13c	ENSLOCG00000010043	protein_coding
zcchc2	ENSLOCG00000010044	protein_coding
METTL21C	ENSLOCG00000010045	protein_coding
washc5	ENSLOCG00000010046	protein_coding
scube3	ENSLOCG00000010047	protein_coding
pcnx4	ENSLOCG00000010048	protein_coding
gpm6bb	ENSLOCG00000010049	protein_coding
eevs	ENSLOCG00000010050	protein_coding
UHRF2	ENSLOCG00000010051	protein_coding
zgc:92518	ENSLOCG00000010052	protein_coding
rpf1	ENSLOCG00000010053	protein_coding
RASGEF1C	ENSLOCG00000010054	protein_coding
si:ch211-106n13.3	ENSLOCG00000010055	protein_coding
EVC	ENSLOCG00000010056	protein_coding
gemin8	ENSLOCG00000010057	protein_coding
mitfb	ENSLOCG00000010058	protein_coding
	ENSLOCG00000010059	protein_coding
dhrs7	ENSLOCG00000010060	protein_coding
ercc5	ENSLOCG00000010061	protein_coding
KIAA2026	ENSLOCG00000010062	protein_coding
	ENSLOCG00000010063	protein_coding
ahr2	ENSLOCG00000010064	protein_coding
frmd4bb	ENSLOCG00000010065	protein_coding
glra2	ENSLOCG00000010066	protein_coding
mapk9	ENSLOCG00000010067	protein_coding
gng5	ENSLOCG00000010068	protein_coding
nrbp2a	ENSLOCG00000010069	protein_coding
ppm1aa	ENSLOCG00000010070	protein_coding
MLANA	ENSLOCG00000010071	protein_coding
	ENSLOCG00000010072	protein_coding
SPATA1	ENSLOCG00000010073	protein_coding
rnpep	ENSLOCG00000010074	protein_coding
blzf1	ENSLOCG00000010075	protein_coding
virma	ENSLOCG00000010076	protein_coding
crmp1	ENSLOCG00000010077	protein_coding
fancb	ENSLOCG00000010078	protein_coding
ndufa10	ENSLOCG00000010079	protein_coding
six6a	ENSLOCG00000010080	protein_coding
ctbs	ENSLOCG00000010081	protein_coding
timm17a	ENSLOCG00000010082	protein_coding
LMOD3	ENSLOCG00000010083	protein_coding
gfpt2	ENSLOCG00000010084	protein_coding
ERMP1	ENSLOCG00000010085	protein_coding
six1b	ENSLOCG00000010086	protein_coding
mospd2	ENSLOCG00000010087	protein_coding
ccdc181	ENSLOCG00000010088	protein_coding
lmod1b	ENSLOCG00000010089	protein_coding
tmem198b	ENSLOCG00000010090	protein_coding
	ENSLOCG00000010091	protein_coding
rnf41l	ENSLOCG00000010092	protein_coding
SIX4	ENSLOCG00000010093	protein_coding
shisa4	ENSLOCG00000010094	protein_coding
RIC1	ENSLOCG00000010095	protein_coding
	ENSLOCG00000010096	protein_coding
ASB9	ENSLOCG00000010097	protein_coding
si:ch211-113j14.1	ENSLOCG00000010098	protein_coding
	ENSLOCG00000010099	protein_coding
rad54b	ENSLOCG00000010100	protein_coding
arl6ip5b	ENSLOCG00000010101	protein_coding
cnot6b	ENSLOCG00000010102	protein_coding
mnat1	ENSLOCG00000010103	protein_coding
vtg5	ENSLOCG00000010104	protein_coding
	ENSLOCG00000010105	protein_coding
puf60b	ENSLOCG00000010106	protein_coding
gpr143	ENSLOCG00000010107	protein_coding
ipo9	ENSLOCG00000010108	protein_coding
jakmip1	ENSLOCG00000010109	protein_coding
	ENSLOCG00000010110	protein_coding
adamts2	ENSLOCG00000010111	protein_coding
CD274	ENSLOCG00000010112	protein_coding
uba3	ENSLOCG00000010113	protein_coding
usp40	ENSLOCG00000010114	protein_coding
cpox	ENSLOCG00000010115	protein_coding
tbl1x	ENSLOCG00000010116	protein_coding
	ENSLOCG00000010117	protein_coding
gem	ENSLOCG00000010118	protein_coding
tmf1	ENSLOCG00000010119	protein_coding
trmt5	ENSLOCG00000010120	protein_coding
cdh17	ENSLOCG00000010121	protein_coding
wfs1b	ENSLOCG00000010122	protein_coding
kdm5ba	ENSLOCG00000010123	protein_coding
plgrkt	ENSLOCG00000010124	protein_coding
eogt	ENSLOCG00000010125	protein_coding
prrg1	ENSLOCG00000010126	protein_coding
anos1a	ENSLOCG00000010127	protein_coding
prkchb	ENSLOCG00000010128	protein_coding
	ENSLOCG00000010129	protein_coding
ppp2r2ca	ENSLOCG00000010130	protein_coding
	ENSLOCG00000010131	protein_coding
si:dkey-230p4.1	ENSLOCG00000010132	protein_coding
scrib	ENSLOCG00000010133	protein_coding
tmem67	ENSLOCG00000010134	protein_coding
macroh2a1	ENSLOCG00000010135	protein_coding
	ENSLOCG00000010136	protein_coding
jak2b	ENSLOCG00000010137	protein_coding
tuba8l	ENSLOCG00000010138	protein_coding
TAFA4	ENSLOCG00000010139	protein_coding
man2b2	ENSLOCG00000010140	protein_coding
sts	ENSLOCG00000010141	protein_coding
fam92a1	ENSLOCG00000010142	protein_coding
rabif	ENSLOCG00000010143	protein_coding
pitx1	ENSLOCG00000010144	protein_coding
	ENSLOCG00000010145	protein_coding
hif1aa	ENSLOCG00000010146	protein_coding
S100P	ENSLOCG00000010147	protein_coding
rcl1	ENSLOCG00000010148	protein_coding
triqk	ENSLOCG00000010149	protein_coding
KLHL12	ENSLOCG00000010150	protein_coding
	ENSLOCG00000010151	protein_coding
	ENSLOCG00000010152	protein_coding
zgc:158564	ENSLOCG00000010153	protein_coding
	ENSLOCG00000010154	protein_coding
tmem47	ENSLOCG00000010155	protein_coding
	ENSLOCG00000010156	protein_coding
suclg2	ENSLOCG00000010157	protein_coding
runx1t1	ENSLOCG00000010158	protein_coding
dhx29	ENSLOCG00000010159	protein_coding
adipor1a	ENSLOCG00000010160	protein_coding
lpxn	ENSLOCG00000010161	protein_coding
tbc1d14	ENSLOCG00000010162	protein_coding
txndc15	ENSLOCG00000010163	protein_coding
DMD	ENSLOCG00000010164	protein_coding
KIF9	ENSLOCG00000010165	protein_coding
bmpr2b	ENSLOCG00000010166	protein_coding
snapc1a	ENSLOCG00000010167	protein_coding
cyb5r1	ENSLOCG00000010168	protein_coding
ddx46	ENSLOCG00000010169	protein_coding
	ENSLOCG00000010170	protein_coding
TRABD2B	ENSLOCG00000010171	protein_coding
	ENSLOCG00000010172	protein_coding
pudp	ENSLOCG00000010173	protein_coding
SYT16	ENSLOCG00000010174	protein_coding
tada2b	ENSLOCG00000010175	protein_coding
nlgn4xb	ENSLOCG00000010176	protein_coding
slc16a7	ENSLOCG00000010177	protein_coding
	ENSLOCG00000010178	protein_coding
	ENSLOCG00000010179	protein_coding
grpel1	ENSLOCG00000010180	protein_coding
otud6b	ENSLOCG00000010181	protein_coding
fam117bb	ENSLOCG00000010182	protein_coding
cmpk	ENSLOCG00000010183	protein_coding
	ENSLOCG00000010184	protein_coding
	ENSLOCG00000010185	protein_coding
mtrex	ENSLOCG00000010186	protein_coding
sec24a	ENSLOCG00000010187	protein_coding
prkx	ENSLOCG00000010188	protein_coding
klhl18	ENSLOCG00000010189	protein_coding
sorcs2	ENSLOCG00000010190	protein_coding
pip4p2	ENSLOCG00000010191	protein_coding
	ENSLOCG00000010192	protein_coding
ical1	ENSLOCG00000010193	protein_coding
kcnh5a	ENSLOCG00000010194	protein_coding
kbtbd8	ENSLOCG00000010195	protein_coding
PLPP1	ENSLOCG00000010196	protein_coding
sar1b	ENSLOCG00000010197	protein_coding
si:ch73-390p7.2	ENSLOCG00000010198	protein_coding
necab1	ENSLOCG00000010199	protein_coding
fam78bb	ENSLOCG00000010200	protein_coding
ELAPOR1	ENSLOCG00000010201	protein_coding
rhoj	ENSLOCG00000010202	protein_coding
	ENSLOCG00000010203	pseudogene
zgc:195173	ENSLOCG00000010204	protein_coding
mxra5b	ENSLOCG00000010205	protein_coding
jade2	ENSLOCG00000010206	protein_coding
afap1	ENSLOCG00000010207	protein_coding
wdr12	ENSLOCG00000010208	protein_coding
slc35a3a	ENSLOCG00000010209	protein_coding
csgalnact1a	ENSLOCG00000010210	protein_coding
lrig1	ENSLOCG00000010211	protein_coding
tmem64	ENSLOCG00000010212	protein_coding
gphb5	ENSLOCG00000010213	protein_coding
fastk	ENSLOCG00000010214	protein_coding
cdkn2aipnl	ENSLOCG00000010215	protein_coding
notch2	ENSLOCG00000010216	protein_coding
nxnl2	ENSLOCG00000010217	protein_coding
upp1	ENSLOCG00000010218	protein_coding
ube2b	ENSLOCG00000010219	protein_coding
	ENSLOCG00000010220	protein_coding
	ENSLOCG00000010221	protein_coding
ppp2r5eb	ENSLOCG00000010222	protein_coding
	ENSLOCG00000010223	protein_coding
ubtfl	ENSLOCG00000010224	protein_coding
nop58	ENSLOCG00000010225	protein_coding
CDKL3	ENSLOCG00000010226	protein_coding
arsh	ENSLOCG00000010227	protein_coding
si:ch211-163l21.7	ENSLOCG00000010228	protein_coding
tmem167b	ENSLOCG00000010229	protein_coding
ppp2ca	ENSLOCG00000010230	protein_coding
zmp:0000001301	ENSLOCG00000010231	protein_coding
si:ch211-212g7.6	ENSLOCG00000010232	protein_coding
slc25a26	ENSLOCG00000010233	protein_coding
GYG2	ENSLOCG00000010234	protein_coding
pnp4b	ENSLOCG00000010235	protein_coding
sumo1	ENSLOCG00000010236	protein_coding
imp3	ENSLOCG00000010237	protein_coding
	ENSLOCG00000010238	protein_coding
inavaa	ENSLOCG00000010239	protein_coding
ablim2	ENSLOCG00000010240	protein_coding
skp1	ENSLOCG00000010241	protein_coding
si:ch211-207i1.2	ENSLOCG00000010242	protein_coding
calb1	ENSLOCG00000010243	protein_coding
	ENSLOCG00000010244	protein_coding
slc4a2b	ENSLOCG00000010245	protein_coding
	ENSLOCG00000010246	pseudogene
si:ch211-87m7.2	ENSLOCG00000010247	protein_coding
magi1a	ENSLOCG00000010248	protein_coding
sec22ba	ENSLOCG00000010249	protein_coding
CD99	ENSLOCG00000010250	protein_coding
zgc:195245	ENSLOCG00000010251	protein_coding
tcf7	ENSLOCG00000010252	protein_coding
	ENSLOCG00000010253	protein_coding
	ENSLOCG00000010254	protein_coding
ap4b1	ENSLOCG00000010255	protein_coding
cdk15	ENSLOCG00000010256	protein_coding
cntnap3	ENSLOCG00000010257	protein_coding
npl	ENSLOCG00000010258	protein_coding
asmt	ENSLOCG00000010259	protein_coding
SH3TC1	ENSLOCG00000010260	protein_coding
slc16a1a	ENSLOCG00000010261	protein_coding
tab3	ENSLOCG00000010262	protein_coding
decr1	ENSLOCG00000010263	protein_coding
si:ch211-254n4.3	ENSLOCG00000010264	protein_coding
edem3	ENSLOCG00000010265	protein_coding
vdac1	ENSLOCG00000010266	protein_coding
si:ch73-173p19.1	ENSLOCG00000010267	protein_coding
als2b	ENSLOCG00000010268	protein_coding
akap17a	ENSLOCG00000010269	protein_coding
	ENSLOCG00000010270	pseudogene
	ENSLOCG00000010271	protein_coding
ppm1j	ENSLOCG00000010272	protein_coding
adamts9	ENSLOCG00000010273	protein_coding
GK3P	ENSLOCG00000010274	protein_coding
	ENSLOCG00000010275	protein_coding
nbn	ENSLOCG00000010276	protein_coding
ttc19	ENSLOCG00000010277	protein_coding
sowahcb	ENSLOCG00000010278	protein_coding
	ENSLOCG00000010279	protein_coding
esr2a	ENSLOCG00000010280	protein_coding
rhocb	ENSLOCG00000010281	protein_coding
C5orf15	ENSLOCG00000010282	protein_coding
dhx30	ENSLOCG00000010283	protein_coding
sept10	ENSLOCG00000010284	protein_coding
	ENSLOCG00000010285	protein_coding
	ENSLOCG00000010286	protein_coding
fstl4	ENSLOCG00000010287	protein_coding
htra3a	ENSLOCG00000010288	protein_coding
tsen15	ENSLOCG00000010289	protein_coding
osgin2	ENSLOCG00000010290	protein_coding
tdgf1	ENSLOCG00000010291	protein_coding
mov10b.1	ENSLOCG00000010292	protein_coding
mpp4a	ENSLOCG00000010293	protein_coding
rapgef6	ENSLOCG00000010294	protein_coding
si:ch211-13f8.2	ENSLOCG00000010295	protein_coding
	ENSLOCG00000010296	protein_coding
prickle2b	ENSLOCG00000010297	protein_coding
FAM124A	ENSLOCG00000010298	protein_coding
acox3	ENSLOCG00000010299	protein_coding
CFAP69	ENSLOCG00000010300	protein_coding
	ENSLOCG00000010301	protein_coding
srp19	ENSLOCG00000010302	protein_coding
capza1b	ENSLOCG00000010303	protein_coding
tmem237b	ENSLOCG00000010304	protein_coding
rgl1	ENSLOCG00000010305	protein_coding
slc2a9l1	ENSLOCG00000010306	protein_coding
	ENSLOCG00000010307	protein_coding
fnip1	ENSLOCG00000010308	protein_coding
snx16	ENSLOCG00000010309	protein_coding
serpine3	ENSLOCG00000010310	protein_coding
psmd6	ENSLOCG00000010311	protein_coding
edar	ENSLOCG00000010312	protein_coding
gtpbp10	ENSLOCG00000010313	protein_coding
apc	ENSLOCG00000010314	protein_coding
	ENSLOCG00000010315	protein_coding
trmt44	ENSLOCG00000010316	protein_coding
ACSL1	ENSLOCG00000010317	protein_coding
	ENSLOCG00000010318	protein_coding
atxn7	ENSLOCG00000010319	protein_coding
adam22	ENSLOCG00000010320	protein_coding
jag2b	ENSLOCG00000010321	protein_coding
st7l	ENSLOCG00000010322	protein_coding
gpr78b	ENSLOCG00000010323	protein_coding
	ENSLOCG00000010324	protein_coding
cyp20a1	ENSLOCG00000010325	protein_coding
	ENSLOCG00000010326	protein_coding
epb41l4a	ENSLOCG00000010327	protein_coding
ATP6V0D2	ENSLOCG00000010328	protein_coding
ints6	ENSLOCG00000010329	protein_coding
cpz	ENSLOCG00000010330	protein_coding
irf1b	ENSLOCG00000010331	protein_coding
prdx6	ENSLOCG00000010332	protein_coding
RANBP2	ENSLOCG00000010333	protein_coding
abi2a	ENSLOCG00000010334	protein_coding
wwp1	ENSLOCG00000010335	protein_coding
slc22a4	ENSLOCG00000010336	protein_coding
wnt2ba	ENSLOCG00000010337	protein_coding
plpp6	ENSLOCG00000010338	protein_coding
stard4	ENSLOCG00000010339	protein_coding
wdfy2	ENSLOCG00000010340	protein_coding
si:dkey-239i20.4	ENSLOCG00000010341	protein_coding
thoc7	ENSLOCG00000010342	protein_coding
cttnbp2nlb	ENSLOCG00000010343	protein_coding
slc22a21	ENSLOCG00000010344	protein_coding
rmdn1	ENSLOCG00000010345	protein_coding
dbf4	ENSLOCG00000010346	protein_coding
	ENSLOCG00000010347	protein_coding
raph1b	ENSLOCG00000010348	protein_coding
hmx4	ENSLOCG00000010349	protein_coding
	ENSLOCG00000010350	protein_coding
nudt14	ENSLOCG00000010351	protein_coding
slc25a40	ENSLOCG00000010352	protein_coding
kcnd3	ENSLOCG00000010353	protein_coding
camk4	ENSLOCG00000010354	protein_coding
lims1	ENSLOCG00000010355	protein_coding
cpne3	ENSLOCG00000010356	protein_coding
	ENSLOCG00000010357	protein_coding
	ENSLOCG00000010358	protein_coding
dhrs12	ENSLOCG00000010359	protein_coding
brf1b	ENSLOCG00000010360	protein_coding
SNTN	ENSLOCG00000010361	protein_coding
lrpap1	ENSLOCG00000010362	protein_coding
rundc3b	ENSLOCG00000010363	protein_coding
si:dkey-239i20.2	ENSLOCG00000010364	protein_coding
	ENSLOCG00000010365	protein_coding
	ENSLOCG00000010366	protein_coding
SYNPR	ENSLOCG00000010367	protein_coding
pdlim4	ENSLOCG00000010368	protein_coding
	ENSLOCG00000010369	protein_coding
	ENSLOCG00000010370	protein_coding
atp7b	ENSLOCG00000010371	protein_coding
ddx20	ENSLOCG00000010372	protein_coding
abcb4	ENSLOCG00000010373	protein_coding
wdr36	ENSLOCG00000010374	protein_coding
P4HA2	ENSLOCG00000010375	protein_coding
dok7	ENSLOCG00000010376	protein_coding
	ENSLOCG00000010377	protein_coding
	ENSLOCG00000010378	protein_coding
cngb3.1	ENSLOCG00000010379	protein_coding
CTLA4	ENSLOCG00000010380	protein_coding
btbd6b	ENSLOCG00000010381	protein_coding
HGFAC	ENSLOCG00000010382	protein_coding
prrc2c	ENSLOCG00000010383	protein_coding
rap1ab	ENSLOCG00000010384	protein_coding
namptb	ENSLOCG00000010385	protein_coding
alg11	ENSLOCG00000010386	protein_coding
zc3h14	ENSLOCG00000010387	protein_coding
rgs12b	ENSLOCG00000010388	protein_coding
	ENSLOCG00000010389	protein_coding
	ENSLOCG00000010390	protein_coding
cnbd1	ENSLOCG00000010391	protein_coding
rad50	ENSLOCG00000010392	protein_coding
NEK5	ENSLOCG00000010393	protein_coding
cadpsa	ENSLOCG00000010394	protein_coding
slc25a46	ENSLOCG00000010395	protein_coding
slc5a7a	ENSLOCG00000010396	protein_coding
mdh1b	ENSLOCG00000010397	protein_coding
itm2bb	ENSLOCG00000010398	protein_coding
kif3a	ENSLOCG00000010399	protein_coding
mmp16b	ENSLOCG00000010400	protein_coding
tmem232	ENSLOCG00000010401	protein_coding
myoc	ENSLOCG00000010402	protein_coding
EML5	ENSLOCG00000010403	protein_coding
	ENSLOCG00000010404	protein_coding
cntnap5b	ENSLOCG00000010405	protein_coding
crot	ENSLOCG00000010406	protein_coding
SIKE1	ENSLOCG00000010407	protein_coding
	ENSLOCG00000010408	protein_coding
itpa	ENSLOCG00000010409	protein_coding
nudt15	ENSLOCG00000010410	protein_coding
msantd1	ENSLOCG00000010411	protein_coding
fezf2	ENSLOCG00000010412	protein_coding
CSDE1	ENSLOCG00000010413	protein_coding
olah	ENSLOCG00000010414	protein_coding
	ENSLOCG00000010415	protein_coding
sucla2	ENSLOCG00000010416	protein_coding
	ENSLOCG00000010417	protein_coding
C3orf14	ENSLOCG00000010418	protein_coding
arl6	ENSLOCG00000010419	protein_coding
pou4f3	ENSLOCG00000010420	protein_coding
htt	ENSLOCG00000010421	protein_coding
ripk2	ENSLOCG00000010422	protein_coding
nmt2	ENSLOCG00000010423	protein_coding
	ENSLOCG00000010424	pseudogene
	ENSLOCG00000010425	protein_coding
rbm27	ENSLOCG00000010426	protein_coding
ttc8	ENSLOCG00000010427	protein_coding
ptprga	ENSLOCG00000010428	protein_coding
mettl13	ENSLOCG00000010429	protein_coding
epha6	ENSLOCG00000010430	protein_coding
s100b	ENSLOCG00000010431	protein_coding
man2a1	ENSLOCG00000010432	protein_coding
	ENSLOCG00000010433	protein_coding
DNM1	ENSLOCG00000010434	protein_coding
	ENSLOCG00000010435	protein_coding
fam171a1	ENSLOCG00000010436	protein_coding
	ENSLOCG00000010437	protein_coding
htr2aa	ENSLOCG00000010438	protein_coding
NEK9	ENSLOCG00000010439	protein_coding
nras	ENSLOCG00000010440	protein_coding
sh3bp4	ENSLOCG00000010441	protein_coding
lars1b	ENSLOCG00000010442	protein_coding
esd	ENSLOCG00000010443	protein_coding
ampd1	ENSLOCG00000010444	protein_coding
pja2	ENSLOCG00000010445	protein_coding
grk4	ENSLOCG00000010446	protein_coding
	ENSLOCG00000010447	protein_coding
steap2	ENSLOCG00000010448	protein_coding
fer	ENSLOCG00000010449	protein_coding
itga8	ENSLOCG00000010450	protein_coding
	ENSLOCG00000010451	protein_coding
dennd2c	ENSLOCG00000010452	protein_coding
lrch1	ENSLOCG00000010453	protein_coding
	ENSLOCG00000010454	protein_coding
aox6	ENSLOCG00000010455	protein_coding
si:ch211-63i20.3	ENSLOCG00000010456	protein_coding
	ENSLOCG00000010457	protein_coding
	ENSLOCG00000010458	protein_coding
	ENSLOCG00000010459	pseudogene
nsun3	ENSLOCG00000010460	protein_coding
plac8l1	ENSLOCG00000010461	protein_coding
	ENSLOCG00000010462	protein_coding
	ENSLOCG00000010463	protein_coding
pigc	ENSLOCG00000010464	protein_coding
arl13b	ENSLOCG00000010465	protein_coding
GRXCR2	ENSLOCG00000010466	protein_coding
mlh3	ENSLOCG00000010467	protein_coding
pter	ENSLOCG00000010468	protein_coding
CFAP20DC	ENSLOCG00000010469	protein_coding
tmed5	ENSLOCG00000010470	protein_coding
bcas2	ENSLOCG00000010471	protein_coding
zgc:154054	ENSLOCG00000010472	protein_coding
eif2b2	ENSLOCG00000010473	protein_coding
ADPRH	ENSLOCG00000010474	protein_coding
	ENSLOCG00000010475	protein_coding
	ENSLOCG00000010476	protein_coding
epha3	ENSLOCG00000010477	protein_coding
mindy3	ENSLOCG00000010478	protein_coding
trim33	ENSLOCG00000010479	protein_coding
spag8	ENSLOCG00000010480	protein_coding
c1ql3a	ENSLOCG00000010481	protein_coding
aox5	ENSLOCG00000010482	protein_coding
clgn	ENSLOCG00000010483	protein_coding
faslg	ENSLOCG00000010484	protein_coding
PRELID2	ENSLOCG00000010485	protein_coding
FAM107A	ENSLOCG00000010486	protein_coding
rubcnl	ENSLOCG00000010487	protein_coding
ccnb1	ENSLOCG00000010488	protein_coding
si:dkey-12j5.1	ENSLOCG00000010489	protein_coding
rsu1	ENSLOCG00000010490	protein_coding
kctd16b	ENSLOCG00000010491	protein_coding
TADA1	ENSLOCG00000010492	protein_coding
ccdc3b	ENSLOCG00000010493	protein_coding
syt6b	ENSLOCG00000010494	protein_coding
scocb	ENSLOCG00000010495	protein_coding
tmed10	ENSLOCG00000010496	protein_coding
C3orf38	ENSLOCG00000010497	protein_coding
yipf5	ENSLOCG00000010498	protein_coding
slc30a5	ENSLOCG00000010499	protein_coding
	ENSLOCG00000010500	protein_coding
cubn	ENSLOCG00000010501	protein_coding
camk1a	ENSLOCG00000010502	protein_coding
olfml3a	ENSLOCG00000010503	protein_coding
ZNF804B	ENSLOCG00000010504	protein_coding
