Gene_id	H07	G05	B02	B05	A11	A03	G02	F09	E09	B09	D08	E05	F03	C03	B07	D06	A12	H02	H05	F05	F08	H09	H10	E12	C05	E11	E10	E03	C02	C12	E08	C11	F12	C01	E06	H04	E04	H06	G06	A02	D02	A09	E07	F11	A10	F07	A08	C10	B10	A06	F01	C04	G07	E01	F04	D05	D03	G09	G08	G11	G03	B03	B04	F02	A01	D09	G10	F10	A04	B06	B11	D12	D04	D10	B01	B08	C09	D07	B12	A07	A05	H01	G04	H12	H03	C07	H11	C08	E02	G01	G12	H08	F06	D01	D11	C06
ENSLOCG00000006114	0	0	0	0	0	0	0	0	9	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	8	0	0	0	6	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006115	33	0	0	7	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	15	0	4	0	0	0	1	0	0	13	0	0	24	3	0	0	0	3	0	0	0	0	0	0	43	0	0	0	8	0	0	24	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ENSLOCG00000006116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006117	31	0	0	3	6	11	3	0	10	99	45	0	0	6	98	40	0	16	0	0	74	0	22	0	126	0	34	0	0	0	12	0	0	17	26	2	1	17	64	66	45	0	68	0	24	59	1	34	0	18	0	228	0	3	9	0	0	367	56	0	35	23	36	2	22	98	13	36	0	29	0	0	10	51	1	19	86	49	0	154	0	12	6	0	0	3	0	4	7	0	0	24	9	8	0	2
ENSLOCG00000006118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006119	57	1	0	6	61	31	4	0	99	15	7	0	0	83	255	30	0	52	0	0	143	0	54	0	243	0	170	6	0	0	23	0	0	3	36	9	1	6	44	1	46	0	92	0	183	101	25	46	0	0	0	248	18	0	47	9	0	307	97	0	0	4	110	0	0	162	55	0	0	326	0	0	0	73	0	4	54	84	0	93	4	0	24	0	0	32	0	56	1	0	0	79	17	10	0	52
ENSLOCG00000006120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	4
ENSLOCG00000006122	50	0	0	0	0	8	0	1	9	49	4	1	0	8	0	6	0	19	0	0	30	0	1	0	4	0	3	0	0	0	2	0	0	2	1	9	0	0	5	3	1	0	15	0	11	1	0	0	0	4	3	71	9	0	14	0	0	12	32	0	3	16	0	0	0	19	48	22	0	38	0	0	51	20	0	0	5	44	0	13	0	3	0	0	0	0	0	60	24	0	0	0	0	0	0	0
ENSLOCG00000006123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006124	28	0	0	1	31	6	0	0	79	52	0	14	0	11	18	1	0	15	0	0	50	0	8	0	159	0	101	2	0	0	0	0	0	0	44	0	0	0	7	0	44	0	93	0	45	14	4	38	0	0	0	215	0	0	131	0	0	65	24	0	0	6	16	2	0	59	19	1	0	61	0	0	0	76	0	9	9	35	0	14	0	0	8	0	7	0	0	0	0	0	0	53	6	0	0	27
ENSLOCG00000006125	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSLOCG00000006126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006127	0	0	0	0	0	0	0	1	4	0	0	0	0	1	42	1	0	0	0	0	16	0	1	0	11	0	17	4	0	0	0	0	0	0	0	3	0	27	0	0	22	0	11	0	7	18	0	0	0	0	0	71	0	0	0	0	0	7	49	0	0	11	0	0	41	17	0	0	0	101	0	0	6	35	0	7	17	0	0	0	0	14	0	0	0	36	0	0	0	0	0	46	0	5	0	0
ENSLOCG00000006128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006129	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	27	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	16	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	81	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	31
ENSLOCG00000006130	1	0	19	3	0	3	0	3	21	13	0	14	90	0	35	0	0	7	0	0	0	0	0	0	1260	0	107	64	0	0	32	0	0	0	51	39	3	208	1	3	272	0	438	0	113	7	9	8	1	132	0	2440	0	3	0	0	0	1	194	0	0	20	0	0	22	23	12	53	6	196	0	0	41	696	1	15	682	4	0	0	0	0	21	0	1	0	0	74	15	43	0	73	50	38	0	1
ENSLOCG00000006131	0	0	0	0	0	0	23	0	35	20	0	8	0	28	91	2	0	72	0	17	9	0	0	0	138	0	34	13	0	0	48	0	0	0	59	13	0	10	69	3	112	0	84	0	41	3	8	1	0	8	6	178	0	3	1	0	0	4	1	0	0	0	0	0	0	24	5	44	0	23	0	0	6	113	1	0	71	16	0	0	0	7	3	0	0	0	0	0	0	0	0	6	0	39	0	8
ENSLOCG00000006132	7	3	0	0	9	0	0	3	0	0	0	0	0	1	14	0	0	6	0	0	2	0	1	0	13	0	114	0	0	0	0	0	0	0	17	4	0	0	5	2	35	0	27	0	24	8	0	14	0	0	1	71	0	0	8	0	0	28	50	0	4	0	7	0	8	61	9	2	0	56	0	0	0	15	0	0	17	3	0	11	0	0	0	0	0	0	0	1	4	0	0	11	0	0	0	10
ENSLOCG00000006133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSLOCG00000006138	25	2	0	0	4	4	0	0	32	25	0	0	0	0	25	29	0	12	0	2	99	0	27	0	69	0	21	1	0	0	0	0	0	0	15	0	0	0	22	0	7	0	19	0	49	0	0	26	0	0	0	75	0	0	23	0	0	11	26	0	0	3	57	0	0	6	61	8	0	15	0	0	0	17	0	0	25	24	0	0	0	0	0	0	1	0	0	0	0	0	0	47	0	0	0	51
ENSLOCG00000006139	67	0	0	0	6	0	2	0	9	41	0	0	0	1	19	22	0	0	0	9	26	0	12	0	46	0	42	6	0	0	11	0	0	0	7	1	0	3	16	7	1	0	28	0	40	5	10	21	0	0	0	87	0	14	30	8	0	9	25	0	18	12	11	0	0	5	7	35	0	58	0	0	2	14	0	10	75	9	0	2	0	33	0	0	0	30	0	1	0	0	0	48	0	0	0	11
ENSLOCG00000006140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006141	79	42	1	31	86	18	106	2	118	56	48	20	24	93	92	148	0	67	0	18	38	0	12	0	167	0	210	41	1	0	19	0	0	22	27	8	4	65	20	65	22	0	113	0	26	307	0	105	0	20	40	243	3	11	52	45	0	37	94	0	53	113	108	0	6	177	99	33	0	432	0	0	54	94	40	4	72	43	0	8	0	17	27	0	1	30	0	36	132	0	0	6	27	33	0	60
ENSLOCG00000006142	89	29	1	0	49	1	51	0	138	23	7	10	0	21	45	11	0	45	0	0	10	0	6	0	139	0	51	6	0	0	0	0	0	1	47	0	0	7	30	0	16	0	53	0	89	10	14	4	0	3	0	165	8	1	49	3	0	141	16	0	14	32	47	0	0	38	38	24	0	38	0	0	0	43	0	1	40	67	0	79	0	41	3	0	0	14	0	110	50	0	0	22	0	23	0	21
ENSLOCG00000006143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006145	148	19	0	0	99	8	20	2	180	98	25	29	0	45	120	52	0	123	0	12	63	0	173	0	356	0	225	66	0	0	66	0	0	0	161	5	0	50	30	8	171	0	162	0	304	87	67	81	0	28	8	596	29	0	189	17	0	87	188	0	6	25	85	0	6	328	213	69	0	458	0	0	50	173	15	2	117	100	0	41	0	6	17	0	0	36	0	50	51	2	0	263	4	15	0	130
ENSLOCG00000006146	77	0	0	27	186	0	7	0	3	109	0	1	0	59	15	69	0	3	0	5	1	0	29	0	27	0	30	9	8	0	8	0	0	0	23	0	0	2	2	0	0	0	18	0	72	1	0	31	0	1	11	114	0	3	120	0	0	39	35	0	4	0	128	0	0	41	15	10	0	53	0	0	7	0	0	0	12	51	0	1	0	11	1	0	0	5	0	6	0	0	0	28	14	2	0	3
ENSLOCG00000006147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006148	11	0	0	0	10	0	3	0	10	1	0	0	0	0	0	9	0	1	0	0	6	0	6	0	7	0	4	4	0	0	0	0	0	0	23	0	0	0	0	0	6	0	23	0	18	0	0	0	0	0	0	43	0	0	23	0	0	6	3	0	0	0	0	0	0	12	14	0	0	15	0	0	0	5	0	0	5	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40
ENSLOCG00000006149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006150	231	0	0	0	0	0	16	0	11	0	0	0	0	0	0	81	0	2	0	12	0	0	103	0	0	0	0	0	0	0	7	0	0	12	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	243	0	0	0	0	0	1	0	0	0	0	3	430	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
ENSLOCG00000006151	6	0	0	0	68	22	41	0	19	4	29	2	0	19	28	0	0	69	0	13	25	0	18	0	91	0	82	17	1	0	0	0	0	0	15	10	0	0	14	4	44	0	40	0	32	65	36	27	0	3	4	158	0	0	73	0	0	36	43	0	4	0	8	0	0	29	28	2	0	72	0	0	3	120	0	9	18	5	0	0	0	9	3	0	0	1	0	19	0	1	0	43	47	8	0	46
ENSLOCG00000006152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006153	123	25	0	9	9	2	1	0	162	14	14	33	3	14	26	57	0	51	0	0	57	0	298	0	140	0	367	23	0	0	17	0	0	4	87	37	0	45	0	12	70	0	131	0	88	38	9	107	0	7	0	464	0	2	151	3	0	43	166	0	20	0	48	0	3	174	328	43	0	284	0	0	0	106	0	4	19	110	0	0	0	2	0	0	0	34	0	15	32	0	0	14	0	3	0	52
ENSLOCG00000006154	368	48	0	11	178	26	36	9	454	138	80	37	144	77	151	168	0	147	0	13	221	0	124	0	374	0	935	96	15	0	32	0	0	29	260	45	1	1105	96	82	340	11	315	0	395	296	162	83	0	29	8	805	10	33	290	73	0	165	3410	1	24	109	82	17	19	626	225	173	0	1198	0	0	78	301	18	42	257	103	0	126	8	20	57	0	12	27	0	57	211	15	0	312	40	78	0	235
ENSLOCG00000006155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006156	1580	32	70	60	529	82	281	11	4265	366	56	536	29	3	716	1844	0	898	30	49	280	0	1813	0	2971	0	44	152	48	0	277	0	0	209	153	82	7	75	5	103	888	6	889	0	482	108	372	595	9	164	30	3105	103	18	2428	9	0	1918	274	0	1155	115	457	1	1	106	1832	3157	16	49	0	0	34	1115	19	43	932	1292	0	2225	9	833	37	0	16	299	0	474	28	23	0	408	87	58	0	3385
ENSLOCG00000006157	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSLOCG00000006158	68	0	2	2	23	0	0	0	25	12	12	0	0	43	17	8	0	23	2	0	80	0	66	0	117	0	82	0	0	0	19	0	0	3	4	0	0	0	41	10	32	0	18	0	18	26	12	1	0	7	1	77	0	0	47	0	0	35	51	0	0	24	5	0	0	133	42	49	0	77	0	0	1	16	4	0	20	30	0	23	0	1	0	0	0	49	0	7	19	0	0	40	1	2	0	13
ENSLOCG00000006159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006162	13	11	0	0	0	29	7	15	55	3	1	21	0	0	19	0	0	15	0	6	7	0	0	0	255	0	0	8	0	0	21	0	0	0	25	0	11	14	0	0	73	0	122	0	98	2	0	6	0	5	0	211	0	25	1	20	0	11	19	0	9	5	0	0	0	0	3	2	0	0	0	0	0	90	1	0	113	16	0	39	0	1	0	0	0	7	0	1	0	0	0	5	6	0	0	0
ENSLOCG00000006163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006164	0	0	0	0	2	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSLOCG00000006165	31	0	0	0	1	0	0	0	7	0	14	0	3	10	43	11	0	45	0	0	7	0	5	0	66	0	113	2	0	0	18	0	0	0	8	3	0	0	22	0	9	0	5	0	38	6	1	17	0	0	0	26	0	0	30	0	0	86	0	1	0	0	15	0	0	87	0	0	0	289	0	0	0	9	0	0	2	35	0	101	0	4	0	0	0	1	0	16	0	0	0	52	0	0	0	11
ENSLOCG00000006166	13	7	0	0	5	0	7	0	64	5	7	0	0	18	55	26	0	48	20	15	10	0	40	0	83	0	61	5	1	0	14	0	0	10	77	5	0	5	16	0	31	0	18	0	99	63	0	34	0	2	0	131	0	0	10	0	0	475	61	0	18	0	34	0	0	65	59	13	0	116	0	0	4	19	0	10	2	53	0	78	0	0	0	0	0	9	0	32	12	0	0	61	0	8	0	25
ENSLOCG00000006167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006169	103	0	0	0	81	4	23	0	44	78	0	0	0	45	130	121	0	28	0	0	102	0	56	0	114	0	173	16	5	0	7	0	0	0	10	16	0	0	7	11	30	0	40	0	144	109	26	52	0	0	4	136	0	0	108	0	0	114	45	0	23	2	90	0	0	156	57	53	0	78	0	0	28	33	0	0	19	38	0	128	0	0	3	0	0	40	0	15	11	0	0	76	1	0	0	52
ENSLOCG00000006170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	17	0	0	0	0
ENSLOCG00000006171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006174	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	71	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSLOCG00000006175	34	4	0	0	22	3	0	0	90	29	71	1	6	114	28	24	0	31	0	0	49	0	54	0	249	0	48	1	0	0	2	0	0	19	7	2	0	6	63	3	34	0	55	0	104	11	38	7	0	0	17	150	0	5	28	5	6	74	40	0	0	0	0	0	0	46	15	9	0	88	0	0	1	24	0	0	27	54	0	44	0	8	0	0	0	11	0	50	46	0	0	12	9	0	0	71
ENSLOCG00000006176	0	0	0	0	0	0	0	0	6	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	18	0	95	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	2	0	27	14	0	0	0	0	0	0	2	0	0	0	0	14	14	0	0	0	0	0	0	78	1	0	0	121	0	0	14	0	0	0	0	0	0	33	0	0	7	0	0	0	0	1	12	0	0	19	0	0	0	30
ENSLOCG00000006177	9	0	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	7	0	123	15	0	0	1	0	0	0	30	0	1	1	2	5	0	0	0	0	3	110	0	5	0	4	0	35	0	0	0	24	0	60	0	0	38	0	0	0	31	169	4	25	0	334	0	0	15	0	0	14	6	0	0	10	26	2	0	0	0	0	0	0	72	0	0	0	0	0	0	7
ENSLOCG00000006178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000006179	0	0	0	0	9	0	14	0	9	0	0	0	0	0	0	35	0	0	0	0	0	0	11	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSLOCG00000006180	44	3	0	0	18	0	0	0	23	15	0	0	0	0	15	22	0	11	0	0	3	0	0	0	172	0	22	0	0	0	0	0	0	0	14	0	0	0	0	0	39	0	78	0	4	0	0	3	0	0	0	226	0	0	48	0	0	4	94	0	0	0	24	0	0	19	30	0	0	69	0	0	13	54	14	17	78	74	0	0	0	37	0	0	0	24	0	0	1	0	0	0	0	0	0	72
